txt_id,sen_ix,sentence,label_seq,pos_seq,labeled_sentence,genre
a6u-fragment02,259,"The inner Frida is controlled by modern society far more than the clothed Frida , who often marks her deviation from the norm by defiantly returning the gaze of the viewer .","[0, 1, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]","['DET', 'ADJ', 'PROPN', 'VERB', 'VERB', 'ADP', 'ADJ', 'NOUN', 'ADV', 'ADV', 'ADP', 'DET', 'VERB', 'PROPN', 'PUNCT', 'NOUN', 'ADV', 'VERB', 'ADJ', 'NOUN', 'ADP', 'DET', 'NOUN', 'ADP', 'ADV', 'VERB', 'DET', 'NOUN', 'ADP', 'DET', 'NOUN', 'PUNCT']","The M_inner Frida is M_controlled by modern society M_far more than the clothed Frida , who often M_marks her deviation M_from the norm by defiantly M_returning the gaze of the viewer .",academic
ab9-fragment03,951,Barton assured him warmly that Angela had done a great job and he was now confident of getting planning permission on the vast site he had wanted .,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 1, 0, 0, 1, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0]","['PROPN', 'VERB', 'PRON', 'ADV', 'ADP', 'PROPN', 'VERB', 'VERB', 'DET', 'ADJ', 'NOUN', 'CCONJ', 'PRON', 'VERB', 'ADV', 'ADJ', 'ADP', 'VERB', 'NOUN', 'NOUN', 'ADP', 'DET', 'ADJ', 'NOUN', 'PRON', 'VERB', 'VERB', 'PUNCT']",Barton assured him M_warmly that Angela had done a M_great M_job and he was M_now confident of M_getting M_planning permission M_on the vast site he had wanted .,fiction
b1g-fragment02,1504,"More closely linked to GIS is work by McMaster and Johnson ( 1986 ) who perform a very detailed inventory of hazardous materials ( both stored and transported ) in Santa Monica , California .","[0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['ADV', 'ADV', 'VERB', 'ADP', 'PROPN', 'VERB', 'NOUN', 'ADP', 'PROPN', 'CCONJ', 'PROPN', 'PUNCT', 'NUM', 'PUNCT', 'NOUN', 'VERB', 'DET', 'ADV', 'ADJ', 'NOUN', 'ADP', 'ADJ', 'NOUN', 'PUNCT', 'DET', 'VERB', 'CCONJ', 'VERB', 'PUNCT', 'ADP', 'PROPN', 'PROPN', 'PUNCT', 'PROPN', 'PUNCT']","More M_closely M_linked M_to GIS is work by McMaster and Johnson ( 1986 ) who perform a very detailed M_inventory of hazardous materials ( both stored and transported ) in Santa Monica , California .",academic
acj-fragment01,134,A second approach is to frame the law in such a way as to make it clear that the court should make a moral judgment on the gravity of the defendant 's conduct .,"[0, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0, 1, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]","['DET', 'ADJ', 'NOUN', 'VERB', 'PART', 'VERB', 'DET', 'NOUN', 'ADP', 'ADJ', 'DET', 'NOUN', 'ADP', 'PART', 'VERB', 'PRON', 'ADJ', 'ADP', 'DET', 'NOUN', 'VERB', 'VERB', 'DET', 'ADJ', 'NOUN', 'ADP', 'DET', 'NOUN', 'ADP', 'DET', 'NOUN', 'PART', 'NOUN', 'PUNCT']",A second M_approach is to M_frame the law M_in such a M_way as to M_make it M_clear that the court should M_make a moral judgment M_on the gravity of the defendant 's conduct .,academic
fef-fragment03,641,One ca n't usually assign some arbitrary value to the divergence of a vector function .,"[0, 0, 0, 0, 1, 0, 0, 1, 1, 0, 0, 0, 0, 0, 1, 0]","['PRON', 'VERB', 'ADV', 'ADV', 'VERB', 'DET', 'ADJ', 'NOUN', 'ADP', 'DET', 'NOUN', 'ADP', 'DET', 'NOUN', 'NOUN', 'PUNCT']",One ca n't usually M_assign some arbitrary M_value M_to the divergence of a vector M_function .,academic
kcc-fragment02,55,I ca n't get up now mummy .,"[0, 0, 0, 0, 0, 0, 0, 0]","['PRON', 'VERB', 'ADV', 'VERB', 'PART', 'ADV', 'ADJ', 'PUNCT']",I ca n't get up now mummy .,conversation
cdb-fragment04,915,Adam could remember very well but he was n't going to say so .,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]","['PROPN', 'VERB', 'VERB', 'ADV', 'ADV', 'CCONJ', 'PRON', 'VERB', 'ADV', 'VERB', 'PART', 'VERB', 'ADV', 'PUNCT']",Adam could remember very well but he was n't M_going to say so .,fiction
kbw-fragment11,4144,she wants to tell us all about her wedding,"[0, 0, 0, 0, 0, 0, 1, 0, 0]","['PRON', 'VERB', 'PART', 'VERB', 'PRON', 'DET', 'ADP', 'ADJ', 'NOUN']",she wants to tell us all M_about her wedding,conversation
kbp-fragment09,3747,Cos er you feel as you people moan about this sort of area they just do n't realize how .,"[0, 0, 0, 1, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['NOUN', 'INTJ', 'PRON', 'VERB', 'ADP', 'PRON', 'NOUN', 'VERB', 'ADP', 'DET', 'NOUN', 'ADP', 'NOUN', 'PRON', 'ADV', 'VERB', 'ADV', 'VERB', 'ADV', 'PUNCT']",Cos er you M_feel as you people moan M_about M_this sort of area they just do n't realize how .,conversation
ew1-fragment01,92,"The method adopted was to canvass for capital donations that could then be invested to bring in a regular income , and both Balfour and Law were used to raise the wind .","[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0]","['DET', 'NOUN', 'VERB', 'VERB', 'PART', 'VERB', 'ADP', 'NOUN', 'NOUN', 'ADJ', 'VERB', 'ADV', 'VERB', 'VERB', 'PART', 'VERB', 'PART', 'DET', 'ADJ', 'NOUN', 'PUNCT', 'CCONJ', 'DET', 'PROPN', 'CCONJ', 'PROPN', 'VERB', 'VERB', 'PART', 'VERB', 'DET', 'NOUN', 'PUNCT']","The method M_adopted was to canvass for capital donations that could then be invested to M_bring M_in a M_regular income , and both Balfour and Law were used to M_raise the M_wind .",academic
a9j-fragment01,11,"Some headway was made in expanding self-sufficiency , whether through utilising more land for agriculture , developing home economies , or encouraging local manufacturers and products .","[0, 1, 0, 1, 1, 1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0]","['DET', 'NOUN', 'VERB', 'VERB', 'ADP', 'VERB', 'NOUN', 'PUNCT', 'ADP', 'ADP', 'VERB', 'ADJ', 'NOUN', 'ADP', 'NOUN', 'PUNCT', 'VERB', 'NOUN', 'NOUN', 'PUNCT', 'CCONJ', 'VERB', 'ADJ', 'NOUN', 'CCONJ', 'NOUN', 'PUNCT']","Some M_headway was M_made M_in M_expanding self-sufficiency , whether M_through utilising more land M_for agriculture , developing M_home economies , or M_encouraging local manufacturers and products .",news
b1g-fragment02,1300,The implications for GIS in the development of hazardousness indices are obvious and if time-series data are available there is the potential to produce a variety of probability maps .,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['DET', 'NOUN', 'ADP', 'PROPN', 'ADP', 'DET', 'NOUN', 'ADP', 'ADJ', 'NOUN', 'VERB', 'ADJ', 'CCONJ', 'ADP', 'NOUN', 'NOUN', 'VERB', 'ADJ', 'ADV', 'VERB', 'DET', 'NOUN', 'PART', 'VERB', 'DET', 'NOUN', 'ADP', 'NOUN', 'NOUN', 'PUNCT']",The implications for GIS in the development of hazardousness indices are obvious and if time-series data are available there is the potential to produce a variety of probability maps .,academic
crs-fragment01,112,"It was made clear that all of the above areas needed funding from health , education and social services before they could be implemented .","[0, 0, 1, 1, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['PRON', 'VERB', 'VERB', 'ADJ', 'ADP', 'DET', 'ADP', 'DET', 'ADJ', 'NOUN', 'VERB', 'NOUN', 'ADP', 'NOUN', 'PUNCT', 'NOUN', 'CCONJ', 'ADJ', 'NOUN', 'ADP', 'PRON', 'VERB', 'VERB', 'VERB', 'PUNCT']","It was M_made M_clear that all of the M_above M_areas needed funding from health , education and social services before they could be implemented .",academic
ab9-fragment03,874,But only a local would know to put a body there .,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['CCONJ', 'ADV', 'DET', 'ADJ', 'VERB', 'VERB', 'PART', 'VERB', 'DET', 'NOUN', 'ADV', 'PUNCT']",But only a local would know to put a body there .,fiction
a8r-fragment02,46,"Most of them are probably muttering , I 'm too busy to get involved in this sort of thing .","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0]","['ADJ', 'ADP', 'PRON', 'VERB', 'ADV', 'VERB', 'PUNCT', 'PRON', 'VERB', 'ADV', 'ADJ', 'PART', 'VERB', 'VERB', 'ADP', 'DET', 'NOUN', 'ADP', 'NOUN', 'PUNCT']","Most of them are probably muttering , I 'm too busy to get involved M_in this sort of M_thing .",news
cdb-fragment02,375,Lewis said nothing .,"[0, 0, 0, 0]","['PROPN', 'VERB', 'NOUN', 'PUNCT']",Lewis said nothing .,fiction
kbh-fragment09,1275,Can I go on there ?,"[0, 0, 0, 0, 0, 0]","['VERB', 'PRON', 'VERB', 'ADV', 'ADV', 'PUNCT']",Can I go on there ?,conversation
ew1-fragment01,141,"It may be wise , while retaining or regaining control , to trade under different names .","[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0]","['PRON', 'VERB', 'VERB', 'ADJ', 'PUNCT', 'ADP', 'VERB', 'CCONJ', 'VERB', 'NOUN', 'PUNCT', 'PART', 'VERB', 'ADP', 'ADJ', 'NOUN', 'PUNCT']","It may be wise , while retaining or regaining M_control , to trade M_under different names .",academic
clp-fragment01,796,These factors are worthy of emphasis because in practice they are still dealt with very badly in many organisations and yet it takes little trouble or expertise to make an enormous difference .,"[1, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 1, 1, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]","['DET', 'NOUN', 'VERB', 'ADJ', 'ADP', 'NOUN', 'ADP', 'ADP', 'NOUN', 'PRON', 'VERB', 'ADV', 'VERB', 'ADP', 'ADV', 'ADV', 'ADP', 'ADJ', 'NOUN', 'CCONJ', 'ADV', 'PRON', 'VERB', 'ADJ', 'NOUN', 'CCONJ', 'NOUN', 'PART', 'VERB', 'DET', 'ADJ', 'NOUN', 'PUNCT']",M_These factors are worthy of M_emphasis because M_in practice they are still M_dealt M_with very badly M_in many organisations and yet it M_takes little trouble or expertise to M_make an enormous difference .,academic
kbh-fragment02,165,"Can you sort erm , madame out ?","[0, 0, 1, 0, 0, 0, 1, 0]","['VERB', 'PRON', 'VERB', 'ADV', 'PUNCT', 'VERB', 'PART', 'PUNCT']","Can you M_sort erm , madame M_out ?",conversation
ac2-fragment06,1433,"He 's not going to just co-ordinate and consolidate any longer , Muldoon said , with increasing nervousness .","[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]","['PRON', 'VERB', 'ADV', 'VERB', 'PART', 'ADV', 'VERB', 'CCONJ', 'VERB', 'ADV', 'ADV', 'PUNCT', 'PROPN', 'VERB', 'PUNCT', 'ADP', 'VERB', 'NOUN', 'PUNCT']","He 's not going to just M_co-ordinate and consolidate any longer , Muldoon said , with M_increasing nervousness .",fiction
ew1-fragment01,21,A good many men came into the room by no means inclined to acquiesce in the proposed arrangement .,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 1, 0]","['DET', 'ADJ', 'ADJ', 'NOUN', 'VERB', 'ADP', 'DET', 'NOUN', 'ADP', 'DET', 'NOUN', 'ADJ', 'ADP', 'VERB', 'ADP', 'DET', 'VERB', 'NOUN', 'PUNCT']",A good many men came into the room by no means M_inclined to acquiesce M_in the proposed M_arrangement .,academic
b1g-fragment02,1570,"Within some sophisticated GIS such as ARC/INFO there are some useful algorithms ( such as shortest path calculations ) , but GIS developers have in general failed to realize the natural links between GIS functions and many operations research techniques .","[1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0]","['ADP', 'DET', 'ADJ', 'PROPN', 'ADJ', 'ADP', 'PROPN', 'ADV', 'VERB', 'DET', 'ADJ', 'NOUN', 'PUNCT', 'ADJ', 'ADP', 'ADJ', 'NOUN', 'NOUN', 'PUNCT', 'PUNCT', 'CCONJ', 'PROPN', 'NOUN', 'VERB', 'ADP', 'ADJ', 'VERB', 'PART', 'VERB', 'DET', 'ADJ', 'NOUN', 'ADP', 'PROPN', 'NOUN', 'CCONJ', 'ADJ', 'NOUN', 'NOUN', 'NOUN', 'PUNCT']","M_Within some M_sophisticated GIS such as ARC/INFO there are some useful algorithms ( such as M_shortest M_path calculations ) , but GIS developers have in general M_failed to realize the natural M_links M_between GIS functions and many M_operations research techniques .",academic
kcv-fragment42,4393,But you do n't put on weight so there .,"[0, 0, 0, 0, 1, 1, 0, 0, 0, 0]","['CCONJ', 'PRON', 'VERB', 'ADV', 'VERB', 'ADP', 'NOUN', 'ADV', 'ADV', 'PUNCT']",But you do n't M_put M_on weight so there .,conversation
ahl-fragment02,14,"They emit an intense , broad-band click or pulse of sound .","[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]","['PRON', 'VERB', 'DET', 'ADJ', 'PUNCT', 'NOUN', 'NOUN', 'CCONJ', 'NOUN', 'ADP', 'NOUN', 'PUNCT']","They emit an intense , broad-band click or M_pulse of sound .",news
cb5-fragment02,3265,"We are going to leave on Sunday , Mrs Carson went on .","[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 1, 0]","['PRON', 'VERB', 'VERB', 'PART', 'VERB', 'ADP', 'PROPN', 'PUNCT', 'PROPN', 'PROPN', 'VERB', 'PART', 'PUNCT']","We are going to leave M_on Sunday , Mrs Carson M_went M_on .",fiction
ahl-fragment02,4,Scientists click over a way to save dolphins,"[0, 1, 1, 0, 1, 0, 0, 0]","['NOUN', 'VERB', 'ADP', 'DET', 'NOUN', 'PART', 'VERB', 'NOUN']",Scientists M_click M_over a M_way to save dolphins,news
ew1-fragment01,119,"One such scheme involved the purchase of the Daily Express by Max Aitken with party funds , but the party was also propping up the Globe , the Standard , and a wide range of provincial dailies .","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0]","['NUM', 'ADJ', 'NOUN', 'VERB', 'DET', 'NOUN', 'ADP', 'DET', 'PROPN', 'PROPN', 'ADP', 'PROPN', 'PROPN', 'ADP', 'NOUN', 'NOUN', 'PUNCT', 'CCONJ', 'DET', 'NOUN', 'VERB', 'ADV', 'VERB', 'PART', 'DET', 'PROPN', 'PUNCT', 'DET', 'PROPN', 'PUNCT', 'CCONJ', 'DET', 'ADJ', 'NOUN', 'ADP', 'ADJ', 'NOUN', 'PUNCT']","One such scheme involved the purchase of the Daily Express by Max Aitken M_with party funds , but the party was also M_propping M_up the Globe , the Standard , and a M_wide M_range of provincial dailies .",academic
kcf-fragment14,1359,You ca n't go many further cos there 's a blank wall,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['PRON', 'VERB', 'ADV', 'VERB', 'ADJ', 'ADV', 'ADP', 'ADV', 'VERB', 'DET', 'ADJ', 'NOUN']",You ca n't go many further cos there 's a blank wall,conversation
ew1-fragment01,42,His concern was solely with effectiveness rather than style ; he rarely spoke with more than brief notes and left it to the occasion to furnish the words .,"[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 1, 0, 1, 0, 0, 0, 1, 0, 0, 0]","['ADJ', 'NOUN', 'VERB', 'ADV', 'ADP', 'NOUN', 'ADV', 'ADP', 'NOUN', 'PUNCT', 'PRON', 'ADV', 'VERB', 'ADP', 'ADJ', 'ADP', 'ADJ', 'NOUN', 'CCONJ', 'VERB', 'PRON', 'ADP', 'DET', 'NOUN', 'PART', 'VERB', 'DET', 'NOUN', 'PUNCT']",His concern was solely M_with effectiveness rather than style ; he rarely spoke M_with more than M_brief notes and M_left it M_to the occasion to M_furnish the words .,academic
ahc-fragment60,1233,"But there were new-born lambs in the sheep pens of Scaup , and a cheery Hello now from the farmer and his wife tending them .","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['CCONJ', 'ADV', 'VERB', 'VERB', 'NOUN', 'ADP', 'DET', 'NOUN', 'NOUN', 'ADP', 'PROPN', 'PUNCT', 'CCONJ', 'DET', 'NOUN', 'INTJ', 'ADV', 'ADP', 'DET', 'NOUN', 'CCONJ', 'ADJ', 'NOUN', 'VERB', 'PRON', 'PUNCT']","But there were new-born lambs in the sheep pens of Scaup , and a cheery Hello now from the farmer and his wife tending them .",news
a1g-fragment27,416,"Montenegro 's young and go-ahead leadership , which came to power this year amid furious popular dissatisfaction with the old men in grey suits , sponsored the gathering of Nicholas 's surviving relatives the first royal reunion organised by a Communist government .","[0, 0, 1, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 1, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]","['PROPN', 'PART', 'ADJ', 'CCONJ', 'NOUN', 'NOUN', 'PUNCT', 'ADJ', 'VERB', 'ADP', 'NOUN', 'DET', 'NOUN', 'ADP', 'ADJ', 'ADJ', 'NOUN', 'ADP', 'DET', 'ADJ', 'NOUN', 'ADP', 'ADJ', 'NOUN', 'PUNCT', 'VERB', 'DET', 'NOUN', 'ADP', 'PROPN', 'PART', 'VERB', 'NOUN', 'DET', 'ADJ', 'ADJ', 'NOUN', 'VERB', 'ADP', 'DET', 'ADJ', 'NOUN', 'PUNCT']","Montenegro 's M_young and go-ahead leadership , which M_came M_to M_power M_this year M_amid M_furious popular dissatisfaction M_with the old men in grey suits , sponsored the gathering of Nicholas 's surviving relatives the first royal reunion M_organised by a Communist government .",news
bpa-fragment14,2249,"Not this one , Nell said , shaking her head with some kind of reassurance .","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]","['ADV', 'DET', 'NOUN', 'PUNCT', 'PROPN', 'VERB', 'PUNCT', 'VERB', 'ADJ', 'NOUN', 'ADP', 'DET', 'NOUN', 'ADP', 'NOUN', 'PUNCT']","Not this one , Nell said , shaking her head M_with some kind of reassurance .",fiction
b1g-fragment02,1154,"Despite these shortcomings dictated by the space available , what has been said should be sufficient to illustrate the enormous and diverse scope of environmental monitoring and prediction .","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['ADP', 'DET', 'NOUN', 'VERB', 'ADP', 'DET', 'NOUN', 'ADJ', 'PUNCT', 'NOUN', 'VERB', 'VERB', 'VERB', 'VERB', 'VERB', 'ADJ', 'PART', 'VERB', 'DET', 'ADJ', 'CCONJ', 'ADJ', 'NOUN', 'ADP', 'ADJ', 'NOUN', 'CCONJ', 'NOUN', 'PUNCT']","Despite these shortcomings dictated by the space available , what has been said should be sufficient to illustrate the enormous and diverse scope of environmental monitoring and prediction .",academic
acj-fragment01,129,Can a satisfactory line be drawn here ?,"[0, 0, 0, 1, 0, 1, 1, 0]","['VERB', 'DET', 'ADJ', 'NOUN', 'VERB', 'VERB', 'ADV', 'PUNCT']",Can a satisfactory M_line be M_drawn M_here ?,academic
b1g-fragment02,1118,Definition of the impacts of climate change on eastern Europe and the developing countries ;,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['NOUN', 'ADP', 'DET', 'NOUN', 'ADP', 'NOUN', 'NOUN', 'ADP', 'ADJ', 'PROPN', 'CCONJ', 'DET', 'VERB', 'NOUN', 'PUNCT']",Definition of the impacts of climate change on eastern Europe and the developing countries ;,academic
alp-fragment01,99,"Twenty years ago the Advisory Council on the Penal System observed that notions of punitiveness do not accord with the British concept of probation as an alternative to , rather than a suspension of , punishment ( quoted in Bochel , 1976 , p. 238 ) .","[0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]","['NUM', 'NOUN', 'ADV', 'DET', 'PROPN', 'PROPN', 'ADP', 'DET', 'PROPN', 'PROPN', 'VERB', 'ADP', 'NOUN', 'ADP', 'NOUN', 'VERB', 'ADV', 'VERB', 'ADP', 'DET', 'ADJ', 'NOUN', 'ADP', 'NOUN', 'ADP', 'DET', 'NOUN', 'ADP', 'PUNCT', 'ADV', 'ADP', 'DET', 'NOUN', 'ADP', 'PUNCT', 'NOUN', 'PUNCT', 'VERB', 'ADP', 'PROPN', 'PUNCT', 'NUM', 'PUNCT', 'NOUN', 'NUM', 'PUNCT', 'PUNCT']","Twenty years ago the Advisory Council M_on the Penal M_System M_observed that notions of punitiveness do not accord M_with the British concept of probation as an alternative to , rather than a M_suspension of , punishment ( quoted M_in Bochel , 1976 , p. 238 ) .",academic
fpb-fragment01,1212,"Lady O'Dare commented , I wish them well .","[0, 0, 0, 0, 0, 0, 0, 0, 0]","['PROPN', 'PROPN', 'VERB', 'PUNCT', 'PRON', 'VERB', 'PRON', 'ADV', 'PUNCT']","Lady O'Dare commented , I wish them well .",fiction
as6-fragment02,395,There are many continuities between 1980åäÌÝÌÕ1 and 1985 in relation to the common-sense images used in the press and television to cover the events .,"[0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0]","['ADV', 'VERB', 'ADJ', 'NOUN', 'ADP', 'NUM', 'CCONJ', 'NUM', 'ADP', 'NOUN', 'ADP', 'DET', 'NOUN', 'NOUN', 'VERB', 'ADP', 'DET', 'NOUN', 'CCONJ', 'NOUN', 'PART', 'VERB', 'DET', 'NOUN', 'PUNCT']",There are many M_continuities M_between 1980‰ÛÒ1 and 1985 in relation to the common-sense M_images used M_in the press and television to M_cover the events .,academic
kb7-fragment10,2098,So we might get might get the carpets in as well .,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]","['ADV', 'PRON', 'VERB', 'VERB', 'VERB', 'VERB', 'DET', 'NOUN', 'ADP', 'ADV', 'ADV', 'PUNCT']",So we might M_get might get the carpets in as well .,conversation
a98-fragment03,78,I knew almost nothing about physics but we shared some jokes about the Rome telephone system .,"[0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0]","['PRON', 'VERB', 'ADV', 'NOUN', 'ADP', 'NOUN', 'CCONJ', 'PRON', 'VERB', 'DET', 'NOUN', 'ADP', 'DET', 'PROPN', 'NOUN', 'NOUN', 'PUNCT']",I knew almost nothing M_about physics but we M_shared some jokes M_about the Rome telephone system .,news
b1g-fragment02,776,"In addition to these data requirements , such users are also interested in developing their capabilities for modelling the changing relationships between the supply and demand for infrastructure in the context of both public and private sector decision-making .","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['ADP', 'NOUN', 'ADP', 'DET', 'NOUN', 'NOUN', 'PUNCT', 'ADJ', 'NOUN', 'VERB', 'ADV', 'ADJ', 'ADP', 'VERB', 'ADJ', 'NOUN', 'ADP', 'VERB', 'DET', 'VERB', 'NOUN', 'ADP', 'DET', 'NOUN', 'CCONJ', 'NOUN', 'ADP', 'NOUN', 'ADP', 'DET', 'NOUN', 'ADP', 'CCONJ', 'ADJ', 'CCONJ', 'ADJ', 'NOUN', 'NOUN', 'PUNCT']","In addition to these data requirements , such users are also interested in developing their capabilities for modelling the changing relationships between the supply and demand for infrastructure in the context of both public and private sector decision-making .",academic
alp-fragment01,75,You must be on time lateness will count as an absence .,"[0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0]","['PRON', 'VERB', 'VERB', 'ADP', 'NOUN', 'NOUN', 'VERB', 'VERB', 'ADP', 'DET', 'NOUN', 'PUNCT']",You must be M_on time lateness will M_count as an absence .,academic
cdb-fragment02,461,"They all got into Goblander and he drove away up the drift , Adam next to him , the others in the back .","[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]","['PRON', 'DET', 'VERB', 'ADP', 'PROPN', 'CCONJ', 'PRON', 'VERB', 'ADV', 'ADP', 'DET', 'NOUN', 'PUNCT', 'PROPN', 'ADV', 'ADP', 'PRON', 'PUNCT', 'DET', 'NOUN', 'ADP', 'DET', 'NOUN', 'PUNCT']","They all got into Goblander and he drove away M_up the drift , Adam next to him , the others in the M_back .",fiction
crs-fragment01,72,She fought hard to get him a part-time playgroup place in the group his older brother attended .,"[0, 1, 1, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]","['PRON', 'VERB', 'ADV', 'PART', 'VERB', 'PRON', 'DET', 'NOUN', 'NOUN', 'NOUN', 'ADP', 'DET', 'NOUN', 'ADJ', 'ADJ', 'NOUN', 'VERB', 'PUNCT']",She M_fought M_hard to M_get him a part-time playgroup place M_in the group his older brother attended .,academic
kcu-fragment02,1960,Play with the other one Sam ?,"[0, 0, 0, 0, 0, 0, 0]","['VERB', 'ADP', 'DET', 'ADJ', 'NUM', 'PROPN', 'PUNCT']",Play with the other one Sam ?,conversation
ccw-fragment03,1619,"Thus released , Jesse Sweetman turned to look at me .","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['ADV', 'VERB', 'PUNCT', 'PROPN', 'PROPN', 'VERB', 'PART', 'VERB', 'ADP', 'PRON', 'PUNCT']","Thus released , Jesse Sweetman turned to look at me .",fiction
c8t-fragment01,117,"They looked as if they had been dressed in a hurry and not very suitably for a long walk on the headland , even in a warm autumn .","[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]","['PRON', 'VERB', 'ADP', 'ADP', 'PRON', 'VERB', 'VERB', 'VERB', 'ADP', 'DET', 'NOUN', 'CCONJ', 'ADV', 'ADV', 'ADV', 'ADP', 'DET', 'ADJ', 'NOUN', 'ADP', 'DET', 'NOUN', 'PUNCT', 'ADV', 'ADP', 'DET', 'ADJ', 'NOUN', 'PUNCT']","They looked as if they had been dressed M_in a hurry and not very suitably for a M_long walk on the headland , even M_in a warm autumn .",fiction
