text_idx,sentence_idx,verb,sentence,verb_idx,label
kbh-fragment41,5261,cry,Do n't cry .,2,0
crs-fragment01,48,base,These social workers were based in the borough 's Special Services Team .,4,0
cb5-fragment02,3243,concede,"You 've done very well , she conceded .",7,1
kcu-fragment02,2116,say,So she said er,2,0
kbp-fragment09,3954,reckon,They reckon if you concentrate with him you can do the same,1,1
ac2-fragment06,1438,fall,"I know that 's what Mueller 's always wanted , but Nate and the Executive Committee would never fall for that bloody empire-building game !",18,1
fpb-fragment01,1201,say,You said three o'clock .,1,0
ea7-fragment03,824,invade,"The pattern caused problems , in that the circumstances which might trigger off renewed fighting were unpredictable ; yet the moment an opportunity offered , princes had to be prepared for invading their enemies ; there was no time for lengthy preparation .",31,0
fpb-fragment01,1100,give,"Why not give sex a rest for a bit , and pay a bit of attention to yourself ?",2,1
fef-fragment03,674,find,"It is always laborious to find the components of a vector , so we are not much better off with A than with H or B. It turns out however that A is a more basic quantity of physics than B. Since B is given by the curl of A it is possible that A is finite while its curl is zero .",5,1
cb5-fragment02,3245,approach,And now it approached .,3,1
ahl-fragment02,24,say,"Dr Klinowska said that , although it was necessary to be cautious about the findings , a combination of reflector devices and some modification of fishing gear might reduce deaths .",2,0
ew1-fragment01,127,stand,"The struggle therefore went on to keep the Unionist press alive , and in 1912 and 1913 both Aitken and Northcliffe stood by the party and gave valuable support in their papers .",21,1
fpb-fragment01,1318,light,"Mike , his face alert and wary , lit a cigarette .",8,0
c8t-fragment01,47,wonder,"The room , which contained nothing superfluous , nothing pretentious , was both pleasing and extraordinarily comforting and , for a moment , he wondered why .",24,0
bpa-fragment14,2119,wait,I hope I do n't have to wait all night .,7,0
a3k-fragment11,139,get,"In fact , country auctions are often the nearest many villages get to live theatre .",11,1
ahb-fragment51,728,let,"They hired the first agent , Digs , of Oxford Street , to manage as well as to let their flat .",18,0
b1g-fragment02,1145,announce,Some of it is being carried out : in March 1991 ESRC announced a Ã¥Â£6m programme of research on Global Environmental Change .,12,0
b1g-fragment02,958,come,"In most countries , the governmental and political concern with the environment has come somewhat later than that of scientists or concerned lay people : the early development of the Green Party in the Federal Republic of Germany is something of an exception .",13,0
a1p-fragment03,68,abandon,But it will not mean that we are abandoning them .,8,1
ac2-fragment06,1297,see,"Anyway , you 'll know what it means when you see it .",10,0
ahf-fragment63,1190,get,Common opinions were what got Major into difficulties in the first place .,4,1
ac2-fragment06,1308,say,The Chicheley-Smythes have bought an absolutely super villa in Sardinia and say we could rent it if we 'd like to .,11,0
ab9-fragment03,791,pick,"The boy and the dog skirted round opposite sides of the puddle , the boy , a light , tall fourteen-year-old , labouring in wellington boots too large for him , and the dog , a three-year-old Labrador bitch , picking her way reluctantly , with frequent pauses , as if her paws hurt .",40,1
a1j-fragment34,551,get,Mr Kinnock said it was wrong to propose a fundamental change in the voting system for a short-term tactical vote to get rid of the Thatcher Government .,21,1
fpb-fragment01,1070,start,"But I 'm starting to think that everything 's a turn-off for you , doll .",3,0
g0l-fragment01,32,involve,Are the German authorities involved ?,4,1
as6-fragment02,350,concentrated,Reactions to the riots have concentrated on a number of key variables that are said to characterize the localities in which the riots have occurred .,5,1
b1g-fragment02,898,rise,"It should be stressed , however , that while the outlines of human activities are clear there are still many uncertainties : for instance , we know that the atmospheric concentration of carbon dioxide has risen about 9 per cent since 1959 .",35,0
alp-fragment01,68,concern,"However , the course is not punitive ; it is not concerned with the infliction of pain .",11,1
kcu-fragment02,2108,say,"come home from work she said I 've been looking round in Boots and that for you , she said er I 've decided , she said I was gon na get you a gift voucher .",5,0
b1g-fragment02,1362,examine,"Using what would now be called GIS skills , Openshaw ( 1980 ) examined over 13 000 1 km grid squares in the UK which intersect the coastline and related these to data from the 1971 Census ( which were made available for such grid squares ) .",13,0
fef-fragment03,685,appear,"Since we have so many variables , and since in each physical configuration only some of them appear , we will record ( just for this chapter ) the non-zero variables in each section heading .",17,1
a1m-fragment01,53,find,The abstract talk of commuting by rail or road being replaced by information technology finds a concrete expression in the idea of telecottages .,14,1
acj-fragment01,24,discuss,( The requirements of causation in the criminal law are discussed elsewhere . ),10,1
ccw-fragment03,1586,swing,She swung lithely down to Dream Baby 's gaudily painted deck and cushioned the two hulls .,1,0
acj-fragment01,139,need,"Their protagonists argue that the law of murder is so important socially that derogation from the principle of maximum certainty should be allowed in favour of more accurate labelling by the courts ; opponents argue that the principle of maximum certainty is needed here specifically to reduce the risk of verdicts based on discriminatory or irrelevant factors , such as distaste for the defendant 's background , allegiance , or other activities .",42,0
fpb-fragment01,1178,hesitate,"The instructor hesitated , then said , Why not ?",2,0
fet-fragment01,210,think,"Daniel , who had become a specialist in wild blows of chance , thought he understood some of it .",13,0
ew1-fragment01,75,cost,"The space available to Central Office was increased by the acquisition of St Stephen 's House as well as St Stephen 's Chambers , which had been occupied since 1874 ; the new office cost $3,000 a year in rent alone .",34,0
acj-fragment01,47,take,"As for public protection , this depends on executive decisions with regard to release ; it fails to take into account whether it is necessary for public protection to keep lifers in for so long .",18,1
kcv-fragment42,4276,know,Yeah you know what Cathy speak at the radio,2,0
kbw-fragment17,6146,get,I hear you 've got two twentieth century !,4,0
kb7-fragment10,2198,say,As I say I mean well because I do feel the cold I suppose I have to have more heat than,2,0
acj-fragment01,6,strike,"There is an argument that treason is a more serious offence , since it strikes at the very foundations of the State and its social organizations , but treason is so rare that it is surely permissible to treat homicide as the most serious form of crime .",14,1
as6-fragment01,85,exist,"The document , and the legislation that derived from it , pointed to a positively discriminatory approach : with both central and local government supplementing existing programmes in such a way as to strengthen local economies , as well as the physical and social environment .",25,0
cb5-fragment02,3406,learn,Long afterwards Ruth realised that this was the moment when she had learned that she could never come first with him .,12,0
cdb-fragment04,955,worried,He wondered if Rufus had children and if so did he worry about them coming to terrible harm the way Adam worried ?,21,1
kcu-fragment02,1764,want,"Cos she was something one night , well said yeah that she wants more than , he wants more than two .",12,0
kbh-fragment02,186,go,You went in a car did n't you ?,1,0
b1g-fragment02,1362,intersect,"Using what would now be called GIS skills , Openshaw ( 1980 ) examined over 13 000 1 km grid squares in the UK which intersect the coastline and related these to data from the 1971 Census ( which were made available for such grid squares ) .",25,0
ab9-fragment03,852,lead,I 'll lead .,2,0
b1g-fragment02,1537,wonder,"Is it , we wonder , possible to contemplate bringing together some of these data sources to form a National Online Health Information System ( NOHIS ) , to parallel that for employment and unemployment ( Townsend et al. 1987 ) ?",4,0
b1g-fragment02,962,make,"Their role in bringing environmental impact assessment ( EIA ) on to the statute book is well known , but the Commission has now made a proposal ( CEC 1989 ) for the establishment of the European Environment Agency and the European Environment Monitoring and Information Network .",24,0
a1h-fragment05,99,register,"He made no secret of his Francophile enthusiasms , in reaction to the earlier domination of American music by Germans , and he was one of the first writers to register the importance of jazz .",30,1
fpb-fragment01,1329,take,"Adam , Mike went on quietly , you 've always taken full advantage of anyone who 's fond of you .",10,1
cdb-fragment04,878,bear,"He had memorized it years ago in the Ecalpemos epoch : The safest way to live is first , inherit money , second , be born without taste for liquor , third , have a legitimate job that keeps you busy , fourth , marry a wife who will cooperate in your sexual peculiarities , fifth , join some big church , sixth , do n't live too long .",25,0
b1g-fragment02,993,perceive,"The lowest , or process , level , is directly and ( usually ) obviously connected to perceived reality .",17,0
a4d-fragment02,83,clean,"As it was , the smokeless shimmer of vapour was so cooled by cleaning that it drifted across the river to cause mischief with the leadwork on Wren 's great dome .",13,0
b1g-fragment02,749,tackle,"In this case , however , methodological issues are tackled from a largely user standpoint , whereas in the previous part they were viewed as substantive problems in their own right .",9,1
a8u-fragment14,330,reach,Capital spending of Ã¥Â£43 million should reach a total of Ã¥Â£87 million for the full year .,6,1
alp-fragment01,58,clarify,"The initial one-to-one meeting , held with one of the two group leaders , serves to clarify what participants can expect from the course and what is expected of them .",16,0
kbc-fragment13,6124,know,"You know , little , just a line .",1,0
b1g-fragment02,1277,highlight,In this short space it is not possible to go into any depth on the nature of particular natural hazards but only to highlight those aspects relevant to GIS .,23,0
alp-fragment01,38,describe,In describing its vision of effective supervision the White Paper goes on to note :,1,1
b1g-fragment02,900,live,"The absolute difference between the two figures seems to be due to two different factors : absorption by the oceans and other reductions in carbon stocks in living biota , the latter being strongly affected by human activities since the Industrial Revolution .",27,0
kbw-fragment42,15030,wipe,"cos I 've noticed it 's very sticky on here , that you should wipe it cos it",14,0
alp-fragment01,46,cite,"By 1986 , when social inquiry report monitoring information covering 1,257 offenders indicated that the problem of drink-related offending was virtually as great for pre- as for post-sentence clients , that is , alcohol was cited as a pre-offence problem in twenty-nine per cent of cases , a specialist project worker had been appointed .",35,0
g0l-fragment01,60,see,"When they saw that the war could not be won , even as early as 1941 , some of them opened up lines of communication with us and the British .",2,1
b1g-fragment02,1301,vary,The collection of historical data on natural hazards is important since it is clear that their spatial pattern varies through time .,18,0
fef-fragment03,655,assume,"First we shall assume that the current density is confined to a thin wire in which case the integration variable may be changed to formula , where S is a vector normal to the cross-section , formula is the area of the cross-section , and dI is an elementary vector along the tangent of the wire .",3,1
a1h-fragment05,90,write,"He always felt that effective musical criticism began by being well written , and he never lost his liveliness .",11,0
g0l-fragment01,127,remain,"But they remained Germans , always dreaming of going back to the Fatherland one day .",2,0
kbj-fragment17,1440,add,add six add six,0,1
as6-fragment01,102,support,"By 1986/7 the Urban Programme was supporting 1,380 starter units and 400 business starts in enterprise workshops .",6,1
as6-fragment01,47,increase,"Sensational media and police reports in 1989 seemed to suggest an increased use of crack among young people in parts of south London , Liverpool , and Birmingham with attendant fears that this particularly dangerous substance might become widespread , as it was reported to be in parts of the United States .",11,0
a1m-fragment01,31,come,"Users of telecottages are given the key and people can use them at any time , which means that women can come in during the evening , early in the morning or whatever .",21,0
fef-fragment03,669,remain,"Experience with practical calculations helps , but even after years of work one usually remains this side of infallibility .",14,1
b1g-fragment02,1547,record,"It is , for example , little use when recording a chemical spill into an Egyptian river to have entered into the appropriate field the Nile after all , this river is some 6480 km long !",9,0
a9j-fragment01,13,go,"Bloody clashes would occur whenever armoured units raided these villages , storming through makeshift defensive road blocks and responding to rocks being thrown with live bullets and tear gas ; but no sooner would these army units be gone than authority would revert to the village residents .",38,1
b1g-fragment02,1338,aim,Research at the North West Regional Research Laboratory ( NWRRL ) aims to create buffers around busy roads and junctions and to use data from the Cancer Registry to examine possible links between proximity to such sources of pollution and prevalence of lung cancer .,11,0
ea7-fragment03,840,see,"As princes saw it , it was a just war in the fullest sense of the term ; those who were slaughtered in its battles were regarded as among the martyrs of the church .",2,1
a1n-fragment18,371,withdraw,Dorigo at least had the satisfaction of seeing his direct opponent and England colleague David Rocastle withdrawn .,16,1
fef-fragment03,667,use,"Which equation should we use in a practical case , the equation for the vector potential , AmpÃŒÂ¬re 's law , Biot-Savart 's law , or attack directly Maxwell 's equations ?",4,0
b1g-fragment02,1578,microcomputer,"As far as we know the microcomputer-based emergency response system devised by Belardo et al. ( 1983 ) , is the only GIS-like software to incorporate this algorithm .",6,1
ccw-fragment03,1562,sail,"We decided that Masquerade would sail from the Bahamas to Panama , and thence to the Galapagos where we would find Darwin 's giant tortoises .",5,0
a2d-fragment05,68,mean,"Modern audiences no longer accept plastic bushes , and the southern Californian suburban sprawl means the production companies have to take their horses and cows to locations far away in Arizona or Montana .",14,0
a1n-fragment09,229,fulfil,"Wales 's instant reaction , a try by Arthur Emyr , and subsequent steady improvement , bringing well-crafted tries for Emyr and Robert Jones , promised more than was later fulfilled .",30,0
a1g-fragment27,423,collapse,This furthered his long-term ambition to rule a large south Slav kingdom when the Ottoman Empire finally collapsed .,17,1
kb7-fragment10,2228,got,Got the heater yeah yeah .,0,0
kbw-fragment04,2432,go,"We 'll have to go and collect it , put it in a vase on the side .",4,0
ew1-fragment01,94,think,I think we are likely to succeed thanks in part to the very generous example set by Lord Rothschild .,1,0
ccw-fragment03,1617,tie,"His long black hair was tied into its ponytail with a velvet ribbon , his skin was parchment pale , and his eyes dark .",5,0
cdb-fragment02,357,take,The other forty-five seconds were taken up by a policeman talking to a reporter about having nothing to say except that there would be an inquest .,5,0
ew1-fragment01,49,pay,"Occasionally , in the onrush of pursuit , he gave commitments that were later regretted , but these were a small price to pay .",23,1
g0l-fragment01,297,get,You telling me that all those scientists spent their time in America and could n't wait to get home ?,17,0
ahf-fragment63,1226,announce,"Sir David English was not informed of the visit and in consequence had no plans to attend the Ideal Home Exhibition that day , the official statement announced .",27,1
b1g-fragment02,1046,follow,It follows from much of the above that there are major challenges in use of environmental data .,1,0
g0l-fragment01,156,shrug,Sorge shrugged .,1,0
ew1-fragment01,15,suggest,Chamberlain provided the way out by suggesting to Balcarres that both he and Long should withdraw and so allow Law to be elected unanimously ; he also turned down Balcarres 's remarkable advice that he should allow Long to be elected since Long would make such a mess of things that Chamberlain would be bound to succeed within the year .,6,0
b1g-fragment02,925,put,This is to be put into operation by concentrating on four themes :,4,0
fet-fragment01,119,change,""" Daniel does n't change , "" said Alexander .",4,1
bpa-fragment14,2283,need,"As long as there 's ti me , that 's all we need .",12,0
amm-fragment02,1764,suggest,It has been suggested that an animal of the size of Brachiosaurus could not have breathed under water because of the pressure on the lungs .,3,0
kcu-fragment02,1779,go,"Go and do it with your dolly , go on !",8,1
ccw-fragment03,1570,evaporate,"I carried her luggage to the yard , noting that even Ellen 's strident feminism evaporated in the face of two heavy bags and tropical heat .",15,1
b1g-fragment02,756,discuss,Brown 's chapter on geodemographics discusses an application field where primary data collected for operational purposes are typically evaluated in relation to secondary data derived from sources such as the Census of Population .,5,1
b1g-fragment02,790,relate,Questions relating to data integration emerge as being particularly critical in terms of environmental monitoring and settlement and infrastructure applications .,1,0
g0l-fragment01,259,tie,"We 've spent twenty-four hours together and in that time I 've been bitten by bugs in a hooker 's bed , tied up a guy with no legs and stolen his wheelchair , stayed cooped up in a train for twelve hours with an attractive man and behaved like a virgin .",22,0
ahf-fragment24,584,close,"A food co-op which tried to replace the burned-out shops has been closed after several break-ins , and even the drop-in centre is burgled weekly , according to project worker Sheila Auld .",12,0
as6-fragment02,438,reflect,"Responding to the Handsworth events Douglas Hurd was moved to argue forcibly that such events were senseless and reflected more on those who participated in them than on the society in which they took place : The sound which law abiding people in Handsworth heard on Monday night , the echoes of which I picked up on Tuesday , was not a cry for help but a cry for loot ( Financial Times , 13 September 1985 ) .",18,1
bpa-fragment14,2294,happen,It had happened three times now .,2,0
crs-fragment01,62,set,"The review team , set up under the auspices of the Social Services Committee , included councillors , senior departmental management and representatives of the children 's day centre organisers and under-fives social workers in its membership .",4,1
kbw-fragment42,15009,come,"A wise man built his house upon the rock , a wise man built his house upon the rock , the wise man built his house upon the rock and the rain came tumbling down , and the rain came down and the flood came up and the rain came down and the flood came up",32,0
b1g-fragment02,762,discuss,One of the examples of work in progress discusses research that has been carried out for the European Commission as part of the CORINE Project .,8,1
ab9-fragment03,931,indulge,"She laughed at him and said gravely that she would be happy to indulge him , and he went away , grinning .",13,0
ab9-fragment03,792,become,"The boy , unlike the dog , knew that the mud did not go on for ever ; beyond the bridge , the disused railway embankment along which they were walking became built up , so that water ran off it .",31,0
fet-fragment01,74,round,"But she looked briefly down , dazzled by the flowing skin of worked and delicate colour ; the blue and rose tourbillons of the mistral on the sea , the prismatically sliced frosty nimbus round the mysterious squat stacks .",34,0
acj-fragment01,151,convict,"Many people might think that a person who causes death whilst using an unlawfully held firearm or explosives ought to be convicted of murder because there is , generally speaking , no excuse for using such dangerous equipment .",21,0
a3e-fragment03,43,write,"So they should , and when the list of necessities is securely written down , you can ask the second question : How do I want this garden to feel ?",12,0
cdb-fragment04,882,want,He had not wanted to come back here .,3,0
fpb-fragment01,1112,go,"Clare said , But if each child goes there every two and a half hours , one lavatory is adequate .",7,0
clp-fragment01,785,give,The most serious consequence of the accountancy view of man-power is that high level policy decision-making does not give this factor sufficient weight .,18,1
a9j-fragment01,51,embark,"Naturally , to embark on such a step is not necessarily to succeed immediately in realising it .",3,1
kbd-fragment07,2352,take,you fill it and take the money out their hand do n't you ?,4,0
kb7-fragment10,2378,play,"We fell out for a little while but I mean , playing loud but I mean upstairs is fine .",11,0
a1h-fragment06,131,defend,"He successfully defended rowing as an Olympic sport and in 1976 introduced women 's events , which have now expanded to six classes .",2,1
acj-fragment01,85,charge,"Probably the most accurate statement would be that a person intends to kill if it is his or her purpose to kill by the act or omission charged , or if he or she foresees that death is practically certain to follow from that act or omission .",27,1
cdb-fragment04,915,remember,Adam could remember very well but he was n't going to say so .,2,0
b1g-fragment02,1455,relate,"The possibilities sketched above relate to emergency planning , the search for hazardous sites , and risk assessment .",4,0
kcu-fragment02,1923,come,Come and look !,0,0
g0l-fragment01,42,take,I thought it best if the Director of our operations in New Orleans gave you a run down of what has taken place up to now .,21,1
fpb-fragment01,1072,feel,"I expect you need a chap you know well , someone you feel comfortable with , not these one-nighters .",12,1
fpb-fragment01,1274,take,"Adam escorted Elinor to the elevator ; after taking her to her bedroom , he intended to go to the beach for a swim .",8,0
kbh-fragment02,120,go,Go away .,0,0
fet-fragment01,50,accompany,"John House , who had organised the exhibition , came almost leaping down the stairs accompanied by a smallish woman in a pine-green tent-like coat .",15,0
as6-fragment01,84,think,"It argued that in talking about inner cities it was vital to think in terms not just of individuals , but of society ; that the multiple deprivations of the worst hit areas affected all the residents ; that the consequences included a pervasive sense of neglect and decay , a decline in community spirit , a low standard of neighbourhood facilities , and an increase in crime and vandalism ; and that , without government intervention , the future was one of reduced job opportunities , deteriorating housing , and a decline in public services .",12,0
a98-fragment03,66,order,He then ordered a car to call for him the next morning for a similar occasion and was felled by a stroke while waiting for the lift .,2,0
kbw-fragment17,6033,walk,"And then there 's gon na be silly things like walks , you know and",10,0
a2d-fragment05,59,talk,"I found it was possible with Paradise to talk about individual and personal responsibility , something which if set in a contemporary context would have had a preachy feel about it .",8,1
a1g-fragment27,408,bring,"Thousands of Montenegrins , many in national costume , waited at the quayside in Bar for the Italian warship that would bring him home .",21,1
kbw-fragment04,2548,think,I do n't think they like it .,3,0
fet-fragment01,17,suggest,"She had suggested that they look at Van Gogh together , setting up another form of repetition , deliberate , contrived and aesthetic .",2,0
kbw-fragment11,4145,watch,Could you tell her we 're going to watch Inspector Morse !,8,0
al2-fragment23,265,overstate,"Earlier this month , preliminary findings from an investigation by Kenneth Randall found that the Gooda Walker agency may have overstated its syndicates ' profits between 1981 and 1988 through the use of time and distance policies , about which it had failed to inform its auditors in at least one syndicate .",20,1
ea7-fragment03,809,mention,"The usual source of supply was town militias Suger mentions those of Rheims , ChÃŒÂ¢lons , Laon , Soissons , OrlÃŒÂ©ans , Etampes , and Paris in the royal army of 1124 .",9,0
kbc-fragment13,6288,know,Oh I know .,2,0
kcu-fragment02,1486,get,And she got ta showed down,2,0
kbc-fragment13,6234,think,"a step further , but I think probably , it 's because he was in er er a private scheme .",6,0
cdb-fragment02,487,propose,It was Shiva who had proposed the site .,5,0
kbw-fragment17,6281,mean,and it does mean that they can relax you know about work and everything,3,1
ac2-fragment06,1483,know,You know that .,1,0
ea7-fragment03,831,learn,"It was within this kind of environment that chivalry flourished , that young men learned to identify , their vassalage towards their lord as a symbol of their honour , that they debated the relative merits of Roland 's and Oliver 's way of displaying loyalty ; and that they learned the finer points of jousting .",14,0
kbc-fragment13,6316,know,I know .,1,0
kbc-fragment13,5952,say,"And he said er , no , he said I did n't think I had he said , but now , he said I realized that how I , was forgetting er I 'd be talking and I 'd forget sort of what I was just talking about that split second .",2,0
ccw-fragment03,1663,talk,"You 're talking fuel , food and liquor , plus any toys you might want aboard like scuba equipment , snorkels , jet-skis or sailboards .",2,0
kbc-fragment13,6143,mean,"But I mean , you would n't have thought that er Lilly , I mean , she had no weight on her or anything like",2,0
b1g-fragment02,808,concentrate,Usually these reports concentrate on prophecies of a forthcoming Armageddon but many also describe a dire contemporary situation .,3,0
kcf-fragment14,1234,gon,"I 've , no I 'm gon na give this to .",6,0
ab9-fragment03,1010,ring,"Sarah Morgan was sounding diffident but resolute , and as Morgan opened his mouth to protest in exasperation the doorbell rang .",20,0
kbw-fragment42,15066,know,I do n't know what I 'm saying,3,0
fef-fragment03,750,reinterpret,"We may , in fact , reinterpret any of the diagrams of Figs ( 2.25 ) -(2.31) by assuming that the whole space is filled with a material of conductivity formula] and the field lines are now the lines of current flow as well .",6,0
ahb-fragment51,752,license,"We want everyone to be licensed , but the Government did n't think it necessary .",5,0
ajf-fragment07,230,say,"In Bugsy , limos are black , cars are red and taxis are yellow ; all are ominous objects , the NAACP says , in colours associated with racial minorities .",22,1
a1n-fragment09,212,face,"His plans in ruins , he is now reduced , Micawber-like , to hoping something will turn up before his players face the All Blacks in five short weeks .",21,1
cb5-fragment02,3195,consider,"Then as the minutes passed and there was no sign of him , she considered that perhaps he had overslept .",14,1
ac2-fragment06,1301,pass,"I said I did n't think so , as you were rather busy , but I 'd pass the message on .",17,1
a1g-fragment26,400,touch,"Some of the refugees originally refused to touch East German territory again , but were reassured when two of the West German diplomats said they would accompany the train , to ensure that the rules were followed .",7,0
as6-fragment01,82,pointed,"The White Paper drew on studies conducted earlier in the decade in Liverpool , Birmingham , and London which pointed to a debilitating flight of capital and skilled labour from the critical areas of deprivation .",19,1
g0l-fragment01,321,stop,Stop knocking yourself .,0,1
ccw-fragment03,1568,collect,We caught the bus back to Ellen 's apartment and collected her clothes and notebooks .,10,0
kcu-fragment02,2078,say,I said am I hell !,1,0
b1g-fragment02,1214,quantify,"It may , of course , be easier to quantify risk for natural hazards because of historical records and statistical estimation of recurrence intervals .",9,0
ahc-fragment60,1222,stride,"The farm stands on a spur of moorland on the northern edge of the forest , and within 10 minutes I had turned my back on the corduroy battalions of trees and was striding under a still , cloudy sky over tussocks of rush and coarse grass , with my face to the long , bare shoulders of open hillside that flank the winding shallows of the East Kielder Burn .",33,0
ew1-fragment01,99,recognize,"It had been recognized that Liberals had been more adept at handling the press because they were more ready to stoop to newspaper practices , as Sandars had reported in 1909 :",3,1
b1g-fragment02,1304,affect,"For example , in 1692 , the whole of southern England was affected by an earthquake whose epicentre was located in what is now Belgium ; a good deal of minor structural damage was inflicted ( Morse 1983 ) .",12,0
kcv-fragment42,4315,know,"You know a new elbow , a new knee and you think it 's going to the like your own elbow ?",1,0
ea7-fragment03,840,regard,"As princes saw it , it was a just war in the fullest sense of the term ; those who were slaughtered in its battles were regarded as among the martyrs of the church .",26,1
kcu-fragment02,1667,see,Erm I 'd like to see whoever wins this .,5,1
cb5-fragment02,3183,awaken,"But next morning Ruth awakened early and , leaving Miss Beard to her gentle dreams , dressed quickly and hurried out of the house .",4,0
b1g-fragment02,1097,achieve,The literature of the last few years is thronged with papers proposing that these must be taken into account but with few realistic proposals on how this is to be achieved .,30,0
ab9-fragment03,849,stand,"The CID sergeant thanked her gravely and went to stand beside Jamie who was peering down the embankment , looking pinched .",9,0
ew1-fragment01,57,believe,"Their respective positions explain this in part : as ex-Prime Minister and a considerable figure in his own right , Balfour had the confidence to believe in his own judgement even when isolated from the bulk of the party ; as the tertium quid in the recent contest , Law had neither the weight nor the confidence to take such a detached view .",25,0
fpb-fragment01,1332,throw,"He sucked on his cigarette , furiously threw it into the fireplace , shoved his hands in his pockets , and glared at Adam .",7,0
a8n-fragment19,334,want,"Not for the first time this season their defence had been found wanting and Oldham exploited the weaknesses to the full , owing a special debt to the inspiration and tireless running of Henry and Milligan .",12,0
cb5-fragment02,3206,feed,"She had let her overwhelming desire feed her imagination ; had read something into his words , his looks , his actions , which had not been there at all .",6,1
fpb-fragment01,1082,imagine,Can you imagine a woman trying to get two men into bed so she could watch them ?,2,0
kbw-fragment17,6289,suppose,"No I suppose er it 's a bit hard on , the kid , sort of , work wise , expecting her to be her to be er ahead , but not",2,0
bpa-fragment14,2171,catch,She did and caught her breath .,3,1
fet-fragment01,147,sign,"The picture was signed "" Madeleine Bernard "" , and Alexander told Frederica that Gauguin had flirted seriously with that young woman , had characterised her , as was fashionable at the time , as having the desirable , unattainable androgynous perfection , complete sensuality combined with unattainable self-sufficiency .",3,0
ahb-fragment51,713,sort,"I phoned and said , Where 's the money ? and was told there were problems with the book-keeper , who would be coming in to sort it out , says Debbie .",26,1
fet-fragment01,248,say,"And I said , "" Where are you going , then ? """,2,0
al0-fragment06,191,hand,"It is devoted instead to the worship of the charitable Rytasha , who is not content simply to hand over the cash but insists , in an unfortunate hangover from her Hare Krishna days , on posturing as a spiritual master .",18,0
a7y-fragment03,197,turn,"It was submitted that an owner can not turn his back on his property because when he purchases and takes on the responsibility of letting , he knows the property will in the course of time deteriorate .",8,1
kbp-fragment09,3859,go,"I said oh come on , we might as well go down and have a look .",10,1
kbc-fragment13,6142,know,I know .,1,0
b1g-fragment02,1153,analyse,The consequences for some nations or subgroups in a population of being without access to environmental data or the tools for analysing them while others have such access are potentially profound as the European Commission has recognized in issuing a directive on public access to environmental data ( CEC 1990d ) yet space limitations have also precluded their discussion .,21,0
a9j-fragment01,38,constitute,The Declaration of Independence issued by the Palestine National Council ( PNC ) on November 15 last year constitutes a major landmark along this road .,18,0
acj-fragment01,47,fail,"As for public protection , this depends on executive decisions with regard to release ; it fails to take into account whether it is necessary for public protection to keep lifers in for so long .",16,1
ac2-fragment06,1402,feel,"Instinctively , Mark felt uneasy .",3,1
acj-fragment01,19,spread,It was argued in Chapter 2 that the criminal law ought to spread its net wider where the potential harm is greater .,12,1
b1g-fragment02,742,examine,In the process it will be necessary to examine not only the extent to which geographic issues feature on the policy issues agenda in these fields but also the institutional context which governs decision-making and the extent to which data are available for research and policy analysis purposes .,8,1
ab9-fragment03,922,want,"I 'm going to do another hour , then have some lunch , if you want to come ?",15,0
kcv-fragment42,4312,work,You do n't think they work properly ?,5,1
fef-fragment03,699,give,The vectorial product v X B gives an inward force in the radial direction .,6,1
kbd-fragment07,2249,go,How did the bar go ?,4,1
b1g-fragment02,1513,forge,"As noted above , the work of Fedra ( 1989 ) is a major step in this direction , and links need to be forged between initiatives in the UK and the rest of Europe .",24,1
kbw-fragment04,2486,want,What do you want me to do ?,3,0
acj-fragment01,115,establish,"There are powerful arguments in favour of saying that there are other killings where an intent to kill can not be established , and yet where the moral or social culpability is equal to that in most intentional killings .",21,0
fef-fragment03,704,say,Using a technical term borrowed from electron optics we could say that the electron beam gets defocused .,10,1
fef-fragment03,715,remember,"The currents , on the other hand , do not cancel because they represent opposite charges moving in opposite directions ( remember , minus one times minus one is equal to plus one ) .",21,0
kcf-fragment14,1422,come,Come on Kimmy !,0,1
as6-fragment02,382,experienced,"The Scarman Report , for example , located part of the explanation for the riots in the feelings of alienation and powerlessness which were experienced by young blacks living in depressed inner-city areas .",24,0
ahf-fragment24,594,starve,North Tyneside council says it is too starved of funds by central government to do much .,7,1
ea7-fragment03,862,sell,"On occasion , their determination to sacrifice for Christ played directly into their overlord 's hands , as when the count of La Marche , who had no direct heir , sold his county to King Henry II in 1177 .",31,0
kbw-fragment17,6194,know,"No , you know what I mean ?",3,0
ahf-fragment24,598,rebuild,When I ask the people of the estate what they want from this election some say they want Cheviot to rebuild it and others that it would be better grassed over .,20,1
ew1-fragment01,92,adopt,"The method adopted was to canvass for capital donations that could then be invested to bring in a regular income , and both Balfour and Law were used to raise the wind .",2,1
ab9-fragment03,862,blush,The boy blushed to his ears and owned to it .,2,0
acj-fragment01,145,hold,"Presumably the justification is that D has already crossed a high moral/social threshold in choosing to commit such a serious offence , and should therefore be held liable for whatever consequences ensue , however unforeseeable they may be .",26,1
kbw-fragment42,15013,build,"the rain came down and the floods came up and the house on the rocks slid down , but the foolish man built his house upon the sand , the foolish man built his house upon the sand , the foolish man built his house upon the sand and the rain came tumbling down",22,0
as6-fragment01,12,slacken,"The 1964 Labour Government was elected on a tide of impatience at the slackening pace of social reform , but also of optimism that little more than economic growth , fuelled by technological change , was needed to remove the main causes of urban deprivation ( MacGregor , 1981 ) .",13,1
