text_idx,sentence_idx,verb,sentence,verb_idx,label
kbh-fragment01,1,try,The two companies concerned are trying to record the spoken word .,5,1
a2d-fragment05,44,read,We all read Bury My Heart at Wounded Knee .,2,0
cdb-fragment02,376,remind,The room in which they were sitting underwent the curious shrinking process to which it was subject whenever he was reminded of Wyvis Hall or his Uncle Hilbert or even if the county of Suffolk were mentioned .,20,0
a6u-fragment02,211,surround,It is the mythology surrounding the women wearers of the costume which directed Kahlo 's choice .,4,1
as6-fragment02,389,consider,Aspects of these measures are considered further on in the chapter .,5,0
a1l-fragment01,26,keep,"The time-consuming nature of Janet 's part in the process , combined with a bad back which prevents her spending more than a couple of hours at the drawing board every day , means she can not keep up with her husband 's prolific output .",37,0
kbd-fragment07,2350,drink,judge from their looks you know what they 're drinking and you just like go vaguely waving his empty glass,9,0
a1x-fragment05,185,try,"If one of my patients wants to give up a potentially curative treatment in favour of an alternative therapy , then I will try to dissuade them .",23,0
a3e-fragment03,28,acquire,"If you start writing down some of the responses to that question , you will find you have along the way acquired a ragbag of elements that will have an important bearing on the design .",21,0
b1g-fragment02,1423,parallel,This kind of link between GIS and other modelling programs is to be warmly welcomed and parallels work at the NWRRL in linking GIS and air pollution plume models .,16,0
kbw-fragment42,15101,come,"it 's raining in time for us to go to school , come on",12,1
bpa-fragment14,2136,side,"The only problem was if he corrected himself when it came , which side turning , if any , would it use .",13,0
acj-fragment01,109,presume,"If one person chooses to cause serious injury to another , it should be presumed that he or she realizes that there is always a risk of death , and such cases show a sufficiently wanton disregard for life as to warrant the label murder if death results .",14,0
kbw-fragment42,15006,choose,I wish to choose,3,0
kcf-fragment14,1472,come,Come here !,0,0
bpa-fragment14,2063,lure,"Lure it into a trap , somehow .",0,1
a1n-fragment18,375,know,"Roberts 's ankle appeared broken , but the Chelsea players were not interested in retribution and the club , as soon as they knew the injury was less serious , put a message on the electronic scoreboard : an example of public relations from which others could learn .",23,1
ac2-fragment06,1465,play,Do n't they realise they 're playing with political dynamite ?,6,1
kbp-fragment09,4078,save,Well that 'll save .,3,1
a1g-fragment27,408,wait,"Thousands of Montenegrins , many in national costume , waited at the quayside in Bar for the Italian warship that would bring him home .",9,0
as6-fragment01,108,spend,Perhaps a Labour government would have spent even more : it would certainly have spent it in different ways .,6,1
kbw-fragment42,14958,stay,"You 're gon na help me , you 're gon na stay here I 'm afraid",11,0
b1g-fragment02,1265,cope,"Response includes search and rescue ( including the need to cope with secondary threats such as contamination of water supplies after an explosion , or fire following an earthquake ) .",10,0
ahc-fragment60,1248,search,"I could have gone with it , giving myself four blissful miles of upland walking followed by as many miserable hours of fruitless searching for return transport to East Kielder Farm .",23,0
ew1-fragment01,18,report,"Robert Sanders reported the "" election "" meeting on 13 November with evident satisfaction :",2,0
cdb-fragment04,874,feel,"He was aware of a slight feeling of sickness and of cold , an absence of hunger , though he had been feeling quite hungry when he got off the plane .",6,1
kbw-fragment17,6106,say,"and I said , he said no you 're not being but sometimes I feel as though I am , you know , it 's the change !",2,0
a6u-fragment02,176,commission,"Almost as a logical outcome of this media blitz , it emerged in the summer of 1990 that Madonna , already a devotee of Kahlo 's work , was commissioning a screenplay based on Kahlo 's life .",29,0
kb7-fragment10,2372,get,"Thing is do n't you find in in this sort of environment if you 've got , you know if they 're nice people you all communicate do n't you ?",15,0
b1g-fragment02,1477,detect,"Using soil samples he constructed a contoured risk surface and then mapped excess cancers in various distance bands , detecting a marked distance decay effect .",19,0
bpa-fragment14,2211,press,"Nell repeatedly pressed the button , shouted across at Lawton , who was now using the spy port .",2,0
a9j-fragment01,23,determine,"The pattern is determined by a wide variety of factors , including what the Israeli army does .",3,0
acj-fragment01,49,determine,"What it means is that the time of release from prison is determined by the Home Secretary , on the advice of the Parole Board and the Lord Chief Justice , rather than by the judge at the trial .",12,0
b1g-fragment02,960,succeed,The conversion of the UK government has been briefly described earlier ; it is manifested in their July 1989 commitment to spend Ã¥Â£10m. on climate change research in 1989/90 and the confident request to them from the Advisory Board for the Research Councils ( ABRC ) for an extra Ã¥Â£11m. in 1990 and Ã¥Â£13m. in the two succeeding years for additional environmental research .,57,0
kbc-fragment13,6240,complain,"The only , the only er thing I complained about with you is , is the butter .",8,0
a4d-fragment02,85,build,"But , as it was built , it should not now be demolished .",5,0
ccw-fragment03,1606,think,"Dear lady , dear lady , to think that I might have lived my whole life through and never seen you .",7,0
a3p-fragment09,180,run,It changed hands recently and is now run by Stephen and Janet Errington .,7,1
kb7-fragment10,2378,fall,"We fell out for a little while but I mean , playing loud but I mean upstairs is fine .",1,1
b1g-fragment02,933,assess,Assessing those effects of global change which will be large scale and cause major modifications to both renewable and non-renewable resources .,0,0
a1h-fragment05,77,demonstrate,"First came Four Saints in Three Acts , produced in 1934 , and then The Mother of Us All ( 1947 ) , which demonstrated a new kind of plotless opera only now reaching a wider currency through the stage works of Philip Glass .",24,1
kbw-fragment17,6205,look,Looks a bit agitated !,0,0
ahf-fragment63,1191,everth,"Between his becoming Prime Minister and his party 's fall in the polls about 10 days ago , Major did nearly everthing that common opinion wanted him to do .",21,0
as6-fragment02,362,push,"The importance of the riots in pushing the law and order issue , and specifically policing , on to the main political agenda was emphasized by the Liberal leader , David Steel , who argued that urgent action to prevent a drift into lawlessness was necessary from both a moral and a political perspective ( Hansard , vol. 13 , 26 November 1981 : cols. 1009Â‰Ã›Ã’11 ) .",6,1
cdb-fragment02,414,accept,"However , in the spring of 1977 an offer was made , which my son accepted .",15,0
kbh-fragment02,91,deal,"He 's got to go and deal with the children , take them to and from work , then run a business .",6,1
as6-fragment01,19,linger,Rising unemployment turned a lingering and growing malaise into a crisis .,4,0
a1f-fragment10,178,illustrate,The supposedly jokey answers are illustrated by photographs of people sleeping outside covered by copies of The Independent : they look like some of the hundreds of visitors who come to St Botolph 's Crypt Centre for homeless people every day .,5,1
fpb-fragment01,1186,thank,Thank you !,0,0
g0l-fragment01,287,blow,"I think a lot of people died in the making of those weapons , before they ever got launched and blew up half of London .",20,1
clp-fragment01,884,take,"For this purpose , the designer is too familiar with the product and he rarely takes the trouble to find out what the user really needs to know .",15,1
ac2-fragment06,1294,address,Seems they want you to address the European Commission on European industrial development .,5,1
kb7-fragment10,2248,come,Erm sometimes if he 's been out very very late and I 'm still up and he 's come home after a heavy night drinking .,18,0
g0l-fragment01,104,snap,"While our boys were still getting killed , snapped the DDI .",8,1
ahf-fragment63,1188,reverse,"It is also a warning to all hack Tories who think that it is a telling blow against Kinnock to keep on pointing out that he has reversed his opinions about unilateral nuclear disarmament , British membership of the EC , or anything else .",27,1
a1h-fragment06,139,invite,"In spite of his gift to the sport , Keller was anxious not to abuse his status as President and never went to a rowing event unless invited .",27,0
amm-fragment02,1763,browse,"If the dinosaur did , after all , live on dry land , then the long neck could have usefully functioned to allow the animal to browse the high foliage of trees ( see p. 116 ) .",26,0
fpb-fragment01,1265,add,"And I 'd also like you to sign this document , Adam added , which absolves me and STG from any further responsibility once Paul Littlejohn has been substituted .",12,1
ab9-fragment03,888,climb,"Then he climbed into the Land Rover beside his two passengers and drove off fast , with the aim of abandoning Jamie to the custody of his aunt as quickly as possible .",2,0
a6u-fragment02,257,become,"Unclothed , her body becomes yet more vulnerable , but as Jean Franco states :",4,0
alp-fragment01,6,propose,"The Government White Paper Crime , Justice and Protecting the Public proposes a radical change for probation practice .",11,1
kbw-fragment04,2612,think,Well since someone else switched it off I should think .,9,0
b1g-fragment02,1469,bear,"However , we should bear in mind the earlier point about the resolution of the data , since such electromagnetic effects have a very weak effect beyond perhaps 50 m ( Wertheimer and Leeper 1982 ) .",4,0
cdb-fragment04,888,come,When Lewis said to come back with him and eat there Adam had got a kick on the ankle from Anne and another kick when he had n't replied .,4,0
al0-fragment06,182,chart,"An earlier film by Raphael , The Persuaders ( 1986 ) , charted the transformation of Ricki into Rytasha , which occurred at the Hare Krishna Temple in London , and her uneasy relationship with her guru there .",12,1
kbh-fragment02,199,walk,"So went to Tesco , and we walk around , the cake , erm , cake thing",7,0
kbh-fragment09,1216,give,I give you money .,1,0
kbw-fragment42,14928,chop,Well there 's two different wholes are n't there ? chop toast you can chop either that way or that way,10,0
al2-fragment23,258,suggest,"However , he suggested there was perhaps a need to look into the system more closely .",3,0
a3p-fragment09,202,come,"Gainsborough 's house to say nothing of huge grey sweeps of empty beach from which , at Aldeburgh , you can buy goggle-eyed skate direct from the fishing boats as they come out of the water .",31,1
crs-fragment01,112,implement,"It was made clear that all of the above areas needed funding from health , education and social services before they could be implemented .",23,0
alp-fragment01,57,sandwich,"To meet these objectives the AEC has a structured programme involving group and individual contact , that is , six group sessions sandwiched between one-to-one interviews held immediately before and after the group .",22,1
g0l-fragment01,217,ratify,Do n't ratify any names .,2,0
a3e-fragment03,31,want,"Some novice gardeners may not want to do much actual gardening at all , but conversely , do not want to look out every day over a scene of threadbare grass and rotting fence .",5,0
fpb-fragment01,1237,give,"If she took her poor child back to his father and gave her husband a second chance , she would n't need money .",11,1
a7s-fragment03,67,die,"He described being taken over the years to see his sick , and finally dying and almost certainly innocent father in another prison .",14,0
a3c-fragment05,210,quench,"Wine is not quenching , but no less in demand for that .",3,1
kbj-fragment17,1482,get,Two yeah but you 've got right two multiple and two addition equations .,5,0
cb5-fragment02,3365,say,"I wo n't hurt you , he said .",7,0
kcu-fragment02,2136,go,"Listen no wonder he 's world champion he can go afford to skiing , his dad 's a multi-millionaire !",9,0
ab9-fragment03,905,bit,The difficulty is that Perry does everything that bit better than Tristram .,8,1
a80-fragment15,281,win,"In 1964 the All Blacks defeated Leinster 11-5 , they won 17-8 in 1972 and scraped home 8-3 in 1974 .",10,0
ab9-fragment03,878,say,"Miss Williams said quietly to him , sounding shaky .",2,0
clp-fragment01,833,work,The user probably has limited expertise and he may be working under various stress conditions .,10,0
kbd-fragment07,2250,know,Do n't know .,2,0
kbw-fragment17,6021,come,And come back on a Sunday,1,0
cb5-fragment02,3324,flow,"She climbed the stairs to her room , then undressed and went to bed , wetting the pillow with her tears which , held back all day , now flowed unchecked .",29,0
ac2-fragment06,1546,know,The man knows nothing about Europe .,2,0
ahf-fragment63,1222,make,His lack of humbug about political balance has always made him more honest than all the employees of BBC Current Affairs awaiting with glee the Kinnock years .,9,1
ew1-fragment01,68,raise,"From the party viewpoint Law 's methods were successful but dangerous ; expectations raised when the party was in full cry were not easily set aside for an eventual compromise , and the only outcome that would fully vindicate the methods was the recovery of power .",13,1
kbp-fragment09,3986,pick,"A niece of mine living in tells me that it 's picking up slightly , the property market .",11,1
c8t-fragment01,29,recognize,"He would have recognized her from her strong resemblance to her brother , although she looked the elder by some years .",3,0
as6-fragment01,71,reduce,"the encouragement of private investment and the liberation of the market ; the containment of the forces of social discontent ; the control of the powers of the local authorities ; and the encouragement of the movement of the wealthy into the inner city thus creating buffer areas of Tory support , accentuating inequalities and injustice and ( hopefully though not necessarily ) reducing the potential for conflict among the urban poor .",63,1
fet-fragment01,200,bear,"Ann Maguire had borne a second Joanne , in New Zealand , from where she had returned , unable to bear cultural transplantation .",20,1
ew1-fragment01,106,receive,He went on to quote the response that had been received from editors :,10,0
kcu-fragment02,2048,blame,You ca n't blame me,3,0
a3k-fragment11,144,auction,"Traditionally , country cottages and houses which have unusual or unique features or are in need of a lot of renovation may be auctioned , if only because valuation is likely to be difficult .",23,0
fet-fragment01,195,think,"Daniel thought about dead Ann Maguire who , like Anna Van Gogh , the Dutch pastor 's wife , had named a younger , hopeful child for a dead one .",1,0
b1g-fragment02,1331,take,"This is taken very seriously in the USA , where the Environmental Protection Agency estimates that 10 000Â‰Ã›Ã’20 000 deaths from lung cancer each year are due to radon gas exposure .",2,0
ew1-fragment01,91,prove,In 1912 ordinary subscriptions still brought in only Ã¥Â£12000 a year and it proved difficult to raise them to anything like what was needed .,13,0
ac2-fragment06,1332,make,"If Clem can make it , that is .",3,1
kbp-fragment09,3948,know,"and he claims to be er able to move things and do the poltergeist stunt , you know ?",17,0
fpb-fragment01,1120,carry,"Over Spain , an American B-52 bomber carrying an H-bomb had collided in mid-air with another aircraft .",7,1
kcv-fragment42,4445,go,I am not going up to never,3,0
ab9-fragment03,870,decide,"He considered the boy thoughtfully , and decided to take him back quickly .",7,0
cb5-fragment02,3246,go,She took off the voluminous apron Cook had lent her and went in search of her charge .,11,0
a1m-fragment01,7,fill,"In Mr Dobbs 's words , a telecottage is a room in a village filled with computer communications that can be used by local people to learn and work .",14,0
ea7-fragment03,878,hasten,"In taking his place at the head of the Second Crusade , the Rex Francorum decisively hastened the transformation of the Franks into the French .",16,0
fet-fragment01,28,blaze,"The yellow chair , besides being brushstrokes and pigment , besides being a yellow chair , was one of twelve bought for a company of artists who were to inhabit the Yellow House , the white walls of which should blaze with sunflowers as the windows of Gothic cathedrals blazed with coloured light .",49,1
a1p-fragment03,80,say,"The policy review 's top rate of income tax - 50 per cent was too low , he said .",18,0
kbp-fragment09,3887,know,"Again it 's fifty four so , but you never know .",10,0
a2d-fragment05,53,launch,"Paradise , launched on CBS last season and shown on BBC1 this summer , was the first new western serial for a decade .",2,1
cb5-fragment02,3383,rise,"He was a skilful lover : tender and gentle in the beginning , then powerful , persistent , rough almost until , his passion rising in harmony with hers , the climax came like the bursting of a thousand stars , like the beginning and ending of the world .",24,1
ahc-fragment60,1212,go,"WHEN a Charlton chief sat down to dinner in times gone by and found a spur on the table where his meal should have been , he knew the cupboard was bare once more .",10,1
ccw-fragment03,1618,continue,"I put his age at forty , but even among men twenty years younger he would have been accounted handsome , and he knew it , for his expression showed both confidence and amusement as he continued to hold Ellen 's hand , and he showed even more amusement when she suddenly realised just what liberty she was thus granting him and jerked her fingers swiftly away .",36,0
a1k-fragment02,59,play,"MON 9 OCT Steve Marriott & Mickey Hutton In among those on their way up , and those who will never go anywhere , the pub rock circuit plays host to those who were once really something .",28,0
kbw-fragment04,2564,come,And then it comes on the television later on .,3,0
ahf-fragment24,551,confuse,They are mostly Labour voters but several confuse their Labour candidate with the leader of the Liberal Democrats .,7,0
ac2-fragment06,1488,go,It 's my life which is about to go down the plughole .,8,1
b1g-fragment02,861,monitor,We should know something about the periodicity of the variables we are monitoring if we are not to risk either unnecessarily detailed data collection or aliasing of trends ;,12,0
kbd-fragment07,2577,quid,"just cos you , you were coming out with about two hundred and fifty quid a week for working seven nights a week !",14,0
ab9-fragment03,792,walk,"The boy , unlike the dog , knew that the mud did not go on for ever ; beyond the bridge , the disused railway embankment along which they were walking became built up , so that water ran off it .",30,0
ahf-fragment63,1176,roar,"There the similarity ends , since judging from his writings Bagehot was a roaring snob , whereas judging from his heckles the heckler was not .",13,1
a3p-fragment09,177,find,"If Dedham Hall is fully booked and it may well be try the best bed-and-breakfast we have ever found , just a few miles away at the Old Vicarage , Higham , near Colchester .",18,0
fpb-fragment01,1275,smell,"In the high-ceilinged kitchen , surrounded by the smells of mint and basil , Buzz whistled Roses of Picardy with much dramatic warbling as she prepared Elinor 's tea .",8,0
b1g-fragment02,846,associate,"Notwithstanding Mrs Thatcher 's confidence that we can fix environmental problems , the difficulties associated with a task even as apparently simple as monitoring a state variable are considerable .",14,0
kbd-fragment07,2622,moan,"So and she was , she was moaning away like sort of oh alright !",7,1
acj-fragment01,7,cause,"The reason for this is not difficult to find : the harm caused by many other crimes is remediable to a degree , whereas the harm caused by homicide is absolutely irremediable .",12,0
kbc-fragment13,6243,use,"But I think everything in moderation , but you do n't eat as much butter now as what you used to .",19,0
kcv-fragment42,4468,know,I know,1,0
kbw-fragment17,6209,mean,But her mum I mean I know,4,0
a3c-fragment05,193,name,"We say we are thirsty when we mean that we fancy a glass of wine , a pint of beer , a gin and tonic or a shot of whisky the pleasure of naming our poison at the end of a busy day or tiresome week .",33,0
a1j-fragment34,552,remove,The only way to remove the Government was for Labour to win the next general election .,4,1
a1h-fragment05,90,lose,"He always felt that effective musical criticism began by being well written , and he never lost his liveliness .",16,1
kbc-fragment13,6039,think,I think you d' ya know I think you were at night school Gordon when I think about it .,1,0
ahf-fragment24,555,call,"When built in 1938 it was The Ridges , which is still what they call it locally a slum clearance project on the north bank of the Tyne , 10 miles east of Newcastle .",14,0
a1h-fragment06,138,replace,"The sport is now obliged to find income from the more normal sources of television and sponsorship , to replace his largely unacknowledged private patronage .",19,1
crs-fragment01,97,consider,For children 's needs to be considered with parents and their wishes acknowledged and recognised .,6,1
b1g-fragment02,1351,write,This was written at the NWRRL using FORTRAN 77 and the Graphical Kernel System .,2,0
b1g-fragment02,1072,show,Relatively few cost/benefit studies have yet been carried out except in such areas as crop prediction and ocean navigation ( where they are generally shown to be highly advantageous in saving someone else 's money ) .,24,0
acj-fragment01,105,allow,"By allowing an intent to cause grievous bodily harm to suffice for a murder conviction , the law is violating a general principle , turning the most serious of its offences into a constructive crime .",1,1
acj-fragment01,139,reduce,"Their protagonists argue that the law of murder is so important socially that derogation from the principle of maximum certainty should be allowed in favour of more accurate labelling by the courts ; opponents argue that the principle of maximum certainty is needed here specifically to reduce the risk of verdicts based on discriminatory or irrelevant factors , such as distaste for the defendant 's background , allegiance , or other activities .",46,1
a1g-fragment26,400,follow,"Some of the refugees originally refused to touch East German territory again , but were reassured when two of the West German diplomats said they would accompany the train , to ensure that the rules were followed .",36,1
kbw-fragment11,4038,switch,"It 's not been on , no , I 've just switched it on .",11,0
a9j-fragment01,15,allow,"The structure of the developing national authority has been both diffuse enough to prevent it from being destroyed by any one single sweep of arrests ( there have been more than 50,000 arrests since the Intifada 's outbreak ) , and coherent enough to allow for the existence of a unified resistance strategy .",44,1
kbw-fragment17,6172,say,"No , it 's alright cos someone 's rung up from home , say be in eight o'clock , so she wants to do something .",13,0
ea7-fragment03,852,promote,"But in the twelfth century , the house of Alsace could afford the high costs of their expeditions Thierry went to Jerusalem four times , Philip twice and the counts ' repeated absences in fact promoted administrative reform ; the baillis and the Grote Bref were as much the products of crusading as the English and Norman judicial system and exchequers were the product of the king-duke 's divided attentions .",35,1
ahf-fragment63,1210,go,"As the week went by , Major rejected common opinion about two other large subjects : proportional representation and Scottish devolution .",3,1
kbw-fragment42,15014,come,"splish , splash and the rain came down and floods came up , the rain came down and the floods came up , the rain came down and the floods came up and the house on his band fell flat",6,0
a1h-fragment05,75,achieve,"Like many young American composers he studied with Nadia Boulanger , but after 1925 set out to achieve the discipline of spontaneity which he found in Stein 's writings .",17,0
a4d-fragment02,120,decline,"Of course , I know perfectly well why the Department of the Environment declines to list it .",13,1
c8t-fragment01,132,say,But once the Jaguar had moved away she turned to Theresa and said in a voice of surprising gentleness : Does your father know that you 're out alone ?,12,0
a1m-fragment01,17,involve,"The impact , according to Henning Albrechsten , president of Telecottages International who has been involved in their development since the outset , was immediate .",15,0
a3e-fragment03,30,dry,"If you like hanging out washing rather than drying it in the bowels of an expensive machine , you will need to tuck away a line and make a dry path to get to and from it .",8,0
ew1-fragment01,53,use,"In August 1911 the diehard peers used language as violent as any that Law was to use later , and in the crucial decision on the House of Lords Law sided with the hedgers rather than the ditchers .",16,0
kcv-fragment42,4383,eat,When did you eat when did you eat your chips ?,3,0
a6u-fragment02,250,discover,"Having lent Hale money to pay her rent she had been angered to discover her spending enormous sums on an haute-couture dress , and refused to turn up to what , in retrospect , became Hale 's farewell party .",13,1
kbw-fragment42,14941,get,you 've got margarine what else would you like ?,2,0
kcv-fragment42,4188,make,Never make up for a,1,0
alp-fragment01,90,lessen,The aim at the end of the session is to encourage participants to make rules for their future drinking which will lead to a lessening of identified problems ( p. 4 ) .,24,0
ab9-fragment03,986,get,"You are letting this disappointment and that 's all it is , you 're still a very well-off young woman get in the way of everything .",20,1
kcu-fragment02,1534,know,Well I do n't know which turns out best,4,0
ahf-fragment24,584,burgle,"A food co-op which tried to replace the burned-out shops has been closed after several break-ins , and even the drop-in centre is burgled weekly , according to project worker Sheila Auld .",23,0
fet-fragment01,233,say,""" Helping out , "" said Frederica .",5,0
al2-fragment23,262,welcome,Lloyd 's chairman David Coleridge welcomed the judgment .,5,1
b1g-fragment02,833,criticize,"While criticized by many on the grounds that it had few teeth and represented a compromise between the DoE and all other departments ( notably those of Agriculture and of Transport ) , it was none the less a major achievement .",1,0
kcv-fragment42,4373,buy,You can buy them one day and bring them back the next,2,0
cdb-fragment02,438,inherit,"Nineteen-year-olds seldom inherit country mansions , after all .",2,0
b1g-fragment02,1554,become,"As sea-levels rise in the next 20Â‰Ã›Ã’30 years due to the greenhouse effect , this very practical use of GIS technology is likely to become commonplace and of considerable practical importance .",24,0
kb7-fragment10,2492,make,No it still makes you very careful .,3,1
kbd-fragment07,2541,bang,But I mean they were banging they were banging fifteen hundred in for that disco for the first,5,0
kbd-fragment07,2549,think,"Erm I mean , it was always nine hundred , but it 's been upped to eleven hundred last year I think .",21,0
kbw-fragment04,2399,miss,Cos we would n't have wanted grandma to miss her train would we ?,8,1
kb7-fragment10,2358,hear,If you can hear next door 's music I can assure you it 's not a regular occurrence .,3,0
b1g-fragment02,1537,bring,"Is it , we wonder , possible to contemplate bringing together some of these data sources to form a National Online Health Information System ( NOHIS ) , to parallel that for employment and unemployment ( Townsend et al. 1987 ) ?",9,0
a6u-fragment02,235,stress,"This appropriateness of Kahlo 's aesthetic to contemporary debate has tended to remove her work from its historical context , to stress the collective and the cross-cultural .",21,1
cb5-fragment02,3246,lend,She took off the voluminous apron Cook had lent her and went in search of her charge .,8,0
cdb-fragment02,484,feel,So long as there was no hunt for a missing girl they had felt themselves reasonably safe .,13,1
b1g-fragment02,1110,present,"Pearce ( 1990 ) , for instance , presented an economist 's views of the high-priority topics for research as follows :",8,0
a4d-fragment02,124,pervert,"In the case of Bankside Power Station , the ultimate temple of power and a masterpiece of industrial architecture by a major twentieth-century British architect , our historic building system is being perverted for purely political reasons .",32,0
b1g-fragment02,1543,go,"These are , of course , commercially important questions and a good deal of money is going into the collection of such data by insurance companies .",16,1
b1g-fragment02,1416,show,Barringer et al. ( 1987 ) overlay data on soil type and geology with that of groundwater quality ( hardness and corrosivity measures ) and build a linear model which shows that the background environmental variables are good predictors of the water quality indices .,30,0
kbw-fragment42,14948,plop,plopped in,0,0
kbc-fragment13,6113,date,I mean I 've got no diaries dating back that long .,7,0
fpb-fragment01,1180,throttle,"After being given clearance to land , Miranda , following her instructor 's directions , started her approach ; she throttled back to reduce speed and control her descent as she flew towards the threshold the point just before she intended to touch down .",20,0
kbw-fragment11,4225,get,"but presumably your mum can do that for , they 've got hundreds of people there , he 's always driving people everywhere",11,1
ac2-fragment06,1319,take,And I 've decided to take up riding again .,5,1
fef-fragment03,755,apply,We shall take a piece of cylindrical material of length l and cross-section S and apply a voltage between the ends .,15,1
c8t-fragment01,84,seem,Though he had never seen their cottage he seemed to remember that his aunt had told him that it lay about two miles to the south .,8,0
c8t-fragment01,51,walk,"She walked out with him to the car and said : I was sorry about your aunt sorry for you , I mean .",1,0
ajf-fragment07,197,bear,"They say there were blank sheets bearing Dali 's signature alongside 20,000 fake Miros and 650 fake Chagalls .",6,1
fef-fragment03,703,owe,"Thus the conclusion is that , owing to the repulsive forces between the electrons , a cylindrical electron beam is unstable .",6,0
kbw-fragment04,2490,want,Do you want some er marmite on it ?,2,0
bpa-fragment14,2213,shake,"The back of Lawton 's head shook , his radio-projected voice crackling .",6,0
b1g-fragment02,1177,require,"If , for instance , we wish to model the dispersal of a plume of toxic gas resulting from a chemical explosion , assess its possible impact on human health and evaluate likely evacuation scenarios of the population at risk we would require , for example , a knowledge of atmospheric dispersion models , epidemiology and population distribution .",42,0
b1g-fragment02,1088,collect,"It would be technically possible , for instance , to hold in less than 1 terabyte detailed information for every individual in the world , akin to that collected about everyone in the UK through the Census of Population .",28,0
kbp-fragment09,3919,get,Yeah we 've got quite a few actually .,3,0
kb7-fragment10,2075,include,What what actually does the price include ?,6,1
fpb-fragment01,1369,remember,"I thought you were too young to remember that , Adam said uneasily .",7,0
ea7-fragment03,852,crusade,"But in the twelfth century , the house of Alsace could afford the high costs of their expeditions Thierry went to Jerusalem four times , Philip twice and the counts ' repeated absences in fact promoted administrative reform ; the baillis and the Grote Bref were as much the products of crusading as the English and Norman judicial system and exchequers were the product of the king-duke 's divided attentions .",51,0
a6u-fragment02,245,juxtapose,The horizontality of her fallen body is juxtaposed to the vertical thrust of the apartment building .,7,0
kbd-fragment07,2448,know,"Students , yeah I know .",4,0
fet-fragment01,163,oppress,"As for me , I tell you as a friend , I feel impotent when confronted with such nature , for my Northern brains were oppressed by a nightmare in those peaceful spots as I felt one ought to do better things with the foliage .",25,1
bpa-fragment14,2251,gesture,Lawton gestured in the gangway .,1,0
kbd-fragment07,2376,gon,When are you gon na give up smoking and save some,3,0
a2d-fragment05,87,trail,"On the other hand The Young Riders came 51st in the ratings in its first week , trailing far , far behind all the modern myths about modern times such as The Cosby Show , Roseanne , Golden Girls , Cheers and Matlock .",17,1
fpb-fragment01,1313,think,I thought you were fond of Elinor .,1,0
kb7-fragment10,2377,mean,Yeah I mean that 's the same as I I must admit I did have sort of an argument with him once over his music .,2,0
al5-fragment03,41,demonstrating,"Mrs Bottomley , representing caring Conservatism , will face Mr Michael Portillo , the new Treasury Chief Secretary , who is equally keen to establish his Right-wing credentials by demonstrating he can keep keep a tight grip on the public purse strings .",29,0
kbc-fragment13,6341,dare,No he dare n't .,2,0
amm-fragment02,1642,see,"It turns out that our animal was able to see in almost every direction upwards , downwards , sideways and forwards , and even backwards , because the eyes bulged out beyond the line of the rest of the body .",9,0
ccw-fragment03,1619,look,"Thus released , Jesse Sweetman turned to look at me .",7,0
kcf-fragment14,1252,say,"Well I do n't , he said",6,0
a1f-fragment09,170,remove,"Labour law will always reflect the balance of power in society , and a fully fledged labour court system will not remove class and fundamental employer-employee differences .",21,1
kbj-fragment17,1466,equal,Er two times six equals twelve .,4,0
b1g-fragment02,863,carry,"Since we know that the periodicity of some variables is longer than the monitoring already carried out by human beings , we must make use of surrogate or proxy variables to extend our range of knowledge ( such as via tree rings , palynology , oxygen isotope ratios from ice cores and geomorphological evidence of environmental change ) ;",15,0
fpb-fragment01,1275,surround,"In the high-ceilinged kitchen , surrounded by the smells of mint and basil , Buzz whistled Roses of Picardy with much dramatic warbling as she prepared Elinor 's tea .",5,0
fpb-fragment01,1253,think,I thought the trustees were going to manage the business .,1,0
c8t-fragment01,84,remember,Though he had never seen their cottage he seemed to remember that his aunt had told him that it lay about two miles to the south .,10,0
a3k-fragment11,125,sign,"As the Bristol and West explains , if a bidder does not sign the contract , the auctioneer can sign on their behalf .",12,0
kbc-fragment13,6099,pass,"when Carl passed his er , to M G S.",2,1
b1g-fragment02,1187,choose,"What we choose to call this event depends upon factors such as its magnitude : we speak for instance of accidents , emergencies , disasters and catastrophes , each of which carries connotations concerning the scale of the event and each of which will have a set of human and/or environmental consequences .",2,0
b1g-fragment02,906,exhibit,"In essence , they argue that tiny differences in the initial conditions of many systems can lead to widely different outcomes since the systems exhibit stochastic behaviour within a deterministic framework .",24,0
kbw-fragment42,14902,teach,Teach us what age are they ?,0,0
amm-fragment02,1625,obtain,"But the best answers are probably obtained where the functional design of the fossil points to the same life habits as a living analogue , and where both are consistent with the geological circumstances in which the fossil remains occur .",6,1
kcv-fragment42,4649,know,That 's six I do n't know .,6,0
fet-fragment01,74,rise,"But she looked briefly down , dazzled by the flowing skin of worked and delicate colour ; the blue and rose tourbillons of the mistral on the sea , the prismatically sliced frosty nimbus round the mysterious squat stacks .",20,0
ahc-fragment60,1223,run,The footpath that runs with the burn is not one of those carefully waymarked and leafleted by the Forestry Commission .,3,1
amm-fragment02,1721,date,"Seeds of Acer are rare compared with the leaves , which can be found in rocks dating back to the Cretaceous period .",16,0
cdb-fragment02,397,make,Some excuse would be made for not telling him .,4,1
cdb-fragment02,449,hang,The spade and the fork they had hung up among the other tools in the stables .,7,0
