verb,sentence,verb_idx,label
steam,just steam the vegetables,1,0
steamroller,The Senator steamrollered the bill to defeat,2,1
steamroller,The new teacher tends to steamroller,5,1
steamroller,steamroller the road,0,0
steamroller,steamroller the opposition,0,1
step,She stepped into a life of luxury,1,1
step,The architect wants to step the terrace,4,0
step,step over to the blackboard,0,0
stimulate,The book stimulated her imagination,2,0
stimulate,Coffee and tea stimulate me,3,0
stimulate,stimulate my appetite,0,0
stoop,I wo n't stoop to reading other people 's mail .,3,1
stoop,The eagle stooped on the mice in the field .,2,0
stoop,The rocks stooped down over the hiking path .,2,1
stoop,The old man was stooping but he could walk around without a cane .,4,0
stream,their manes streamed like stiff black pennants in the wind,2,1
stream,She was streaming with sweat,2,1
stream,Tears streamed down her face,1,0
stuff,The child stuffed candy into his pockets,2,0
stuff,My nose is all stuffed,4,0
stuff,She stuffed herself at the dinner,1,1
stuff,stuff a pillow with feathers,0,0
stuff,Have you stuffed the turkey yet ?,2,0
stumble,The drunk man stumbled about,3,0
stumble,She stumbled over the tree root,1,0
stumble,I stumbled across a long - lost cousin last night in a restaurant,1,1
suck,suck the poison from the place where the snake bit,0,0
suck,Mud was sucking at her feet,2,1
suck,The current boom in the economy sucked many workers in from abroad,6,1
supplicate,He supplicated the King for clemency,1,0
supplicate,supplicate for permission,0,0
supplicate,supplicate God 's blessing,0,0
suspend,The secret police suspended their victims from the ceiling and beat them .,3,0
suspend,The fluid suspends the particles .,2,1
suspend,They suspended payments on the loan .,1,0
suspend,The prison sentence was suspended .,4,0
sustain,We sustained the diplomatic negotiations as long as possible,1,0
sustain,We sustained ourselves on bread and water,1,0
sustain,She alone sustained her family,2,0
sustain,The court sustained the motion,2,0
swallow,The Nazis swallowed the Baltic countries,2,1
swallow,The huge waves swallowed the small boat and it sank shortly thereafter,3,1
swallow,She swallowed the last words of her speech,1,1
swallow,He swallowed his words,1,1
swallow,I swallowed my anger and kept quiet,1,1
swallow,Am I supposed to swallow that story ?,4,1
swell,The music swelled to a crescendo,2,1
swell,The mother was swelling with importance when she spoke of her son,3,1
swell,The bellies of the starving children are swelling,7,0
swell,The water swells the wood,2,0
swim,We had to swim for 20 minutes to reach the shore,3,0
swim,my brain is swimming after the bottle of champagne,3,1
swim,the meat was swimming in a fatty gravy,3,1
swim,this snake swims through the soil where it lives,2,0
synchronize,Let 's synchronize our efforts,2,0
synchronize,synchronize this film,0,0
synchronize,synchronize biblical events,0,0
synchronize,The clocks synchronize,2,0
synchronize,synchronize your watches,0,0
tack,tack the notice on the board,0,0
tack,The sailors decided to tack the boat,4,0
tack,He tacked together some verses,1,1
talk,Actions talk louder than words .,1,1
talk,She talks a lot of nonsense .,1,0
talk,The baby talks already .,2,0
talk,""" If you do n't oblige me , I 'll talk ! """,10,0
talk,Be carefu l-- his secretary talks .,5,0
talk,She will talk at Rutgers next week .,2,0
taste,Can you taste the garlic ?,2,0
taste,This tastes of nutmeg,1,0
taste,We tasted wines last night,1,0
taste,The ex - slave tasted freedom shortly before she died,4,1
tax,The State taxes alcohol heavily .,2,0
tax,You are taxing my patience .,2,1
tax,They taxed him failure to appear in court .,1,1
tease,The children teased the boy because of his stammer,2,0
tease,The children teased the new teacher,2,0
tease,The advertisement is intended to tease the customers,5,0
tease,tease tissue for microscopic examinations,0,0
tease,the flirting man teased the young woman,3,0
tell,He could tell that she was unhappy,2,0
tell,I tell you that man is a crook !,1,0
tell,he was telling on all his former colleague,2,0
tempt,We were tempted by the delicious - looking food,2,0
tempt,the window displays tempted the shoppers,3,0
tempt,St. Anthony was tempted in the desert,3,0
tense,the bodybuilder 's neck muscles tensed ;,5,0
tense,alternately relax and tense your calf muscle,3,0
tense,He tensed up when he saw his opponent enter the room,1,0
tense,he got a phone call from his lawyer that tensed him up,9,0
test,The teacher tests us every week,2,0
test,He tested positive for HIV,1,0
test,She tested high on the LSAT and was admitted to all the good law schools,1,0
test,She does n't test well,3,0
thrill,The men were thrilled by a loud whistle blow,3,0
thrill,he was thrilled by the speed and the roar of the engine,2,0
thrill,The children were thrilled at the prospect of going to the movies,3,0
thunder,The bus thundered down the road .,2,1
thunder,The river thundered below .,2,1
tie,They tied their victim to the chair,1,0
tie,The teams drew a tie,4,0
tie,These big jets are tied to large airports,4,1
tie,The fishermen tied their flies,2,0
time,The candidate carefully timed his appearance at the disaster scene .,3,0
time,We time the process to manufacture our cars very precisely .,1,0
time,The good player times his swing so as to hit the ball squarely .,3,0
tip,tip the screen upward,0,0
tip,tip the arrow with the small stone,0,0
tip,Remember to tip the waiter,2,0
tip,He tipped off the police about the terrorist plot,1,0
tithe,The church was tithed,3,0
tithe,He tithed his income to the Church,1,0
tithe,""" Although she left the church officially , she still tithes """,10,0
top,They topped off their dinner with a cognac .,1,1
top,A star tops the Christmas Tree .,2,0
top,The towers were topped with conical roofs .,3,0
top,The hikers topped the mountain just before noon,2,1
top,The gardener topped the trees and bushes .,2,1
trace,trace the outline of a figure in the sand,0,0
trace,The hunters traced the deer into the woods,2,0
trace,She traced the circumstances of her birth,1,1
trace,The children traced along the edge of the dark forest,2,1
trail,John trailed behind his class mates .,1,1
trail,The toddler was trailing his pants .,3,1
transfer,transfer the patient to another hospital,0,0
transfer,transfer the packet from his trouser pockets to a pocket in his jacket,0,0
transfer,I transferred my stock holdings to my children,1,0
transform,This experience transformed her completely .,2,1
transform,He transformed into a monster .,1,1
transform,It can transform energy to light .,2,0
translate,I have to translate when my in - laws from Austria visit the U.S.,3,0
translate,Braque translated collage into oil,1,1
translate,the growth in income translates into greater purchasing power,4,0
translate,poetry often does not translate,4,0
translate,Can you translate the instructions in this manual for a layman ?,2,0
tread,For fools rush in where angels fear to tread,8,0
tread,tread grapes to make wine,0,0
tread,male birds tread the females,2,0
treat,treat the water so it can be drunk,0,0
treat,The doctor treated my broken leg,2,0
treat,Grandmother always treated us to the circus,2,0
treat,Do n't worry about the expensive wine -- I'm treating,9,0
treat,they had to treat with the King,3,1
treat,I treated his advances as a joke,1,0
trench,He trenched his military camp,1,0
trench,letters trenched into the stone,1,1
trench,trench the fallen soldiers,0,0
trench,The National Guardsmen were sent out to trench,7,0
tug,The prisoner tugged at the chains,2,0
tug,She tugged for years to make a decent living,1,1
tug,The tugboat tugged the freighter into the harbor,2,0
tug,The horse finally tugged the cart out of the mud,3,0
tug,Each oar was tugged by several men,3,0
tug,She tugged and wrestled with her conflicts,1,1
twist,The wrestler twisted his shoulder,2,0
twist,twist the dough into a braid,0,0
twist,Do n't twist my words,2,1
understand,She did not understand her husband,3,0
understand,She understands French,1,0
understand,I understand you have no previous experience ?,1,0
understand,You do n't need to explain -- I understand !,8,0
upgrade,I 've upgraded my computer so I can run better software,2,0
upgrade,I upgraded to First Class when Coach Class was overbooked,1,0
upgrade,The airline upgraded me when I arrived late and Coach Class was full,2,0
uproot,The war uprooted many people .,2,1
uproot,The vestiges of political democracy were soon uprooted .,7,1
uproot,They plan to uproot the vine that has spread all over the garden .,3,0
use,we only use Spanish at home,2,0
use,She uses drugs rarely,1,0
use,She uses her influential friends to get jobs,1,0
use,use care when going down the stairs,0,0
use,She used to call her mother every week but now she calls only occasionally,1,0
vanish,The effect vanished when day broke,2,0
vanish,An entire civilization vanished,3,0
vanish,the money vanished in las Vegas,2,0
vegetate,They vegetated the hills behind their house,1,0
vegetate,The fields vegetate vigorously,2,0
vegetate,This fungus usually vegetates vigorously,3,0
vegetate,warts and polyps can vegetate if not removed,4,0
vegetate,The bacterial growth vegetated along,3,0
vegetate,""" After a hard day 's work , I vegetate in front of the television """,9,1
vest,They vested the council with special rights,1,1
vest,She vested her vast fortune in her two sons,1,0
vest,The property vests in the trustees,2,0
visit,Did you ever visit Paris ?,3,0
visit,The principal visited his rage on the students .,2,1
visit,""" Every summer , we visited our relatives in the country for a month . """,5,0
visit,He was visited with a terrible illness that killed him quickly .,2,1
visualize,The radiologist can visualize the cancerous liver .,3,0
visualize,Mathematicians often visualize .,2,1
visualize,""" With this machine , ultrasound can be visualized . """,8,0
volley,Gun shots volleyed at the attackers .,2,1
volley,They began to volley the tennis ball .,3,0
volley,The attackers volleyed gunshots at the civilians .,2,1
volley,I heard him volley a string of curses .,3,1
vote,He voted for the motion,1,0
vote,vote the Democratic ticket,0,0
vote,I vote that we all go home,1,0
vote,vote one 's conscience,0,0
vote,They voted aid for the underdeveloped countries in Asia,1,0
vouch,Will he vouch for me ?,2,0
vouch,I vouch for the quality of my products .,1,0
vouch,He vouched his words by his deeds .,1,1
walk,""" Walk , do n't run ! """,1,0
walk,The lovers held hands while walking .,5,0
walk,I 'll walk you to your car,2,0
walk,Paul walked the streets of Damascus .,1,0
walk,We must walk with our dispossessed brothers and sisters .,2,0
walk,The horses walked across the meadow .,2,0
walk,He walks the horse up the mountain .,1,0
wallow,wallow in your sorrows,0,1
wallow,pigs were wallowing in the mud,2,0
wallow,wallow in your success !,0,1
want,I want to go home now,1,0
want,This piano wants the attention of a competent tuner,2,1
want,Your former neighbor is wanted by the FBI,4,0
want,I want you here at noon !,1,0
want,want the strength to go on living,0,0
warn,The director warned him that he might be fired .,2,0
warn,I warned him not to go too far .,1,0
warn,The old man warned the children off his property .,3,0
warn,I warned you that I would ask some difficult questions .,1,0
waste,He wasted his inheritance on his insincere friends .,1,1
waste,Do n't waste a joke on an unappreciative audience .,2,1
waste,We waste the dirty water by channeling it into the sewer .,1,0
waste,The water wastes back into the ocean .,2,1
water,We watered the buffalo,1,0
water,My mouth watered at the prospect of a good dinner,2,0
water,His eyes were watering,3,0
wear,She was wearing yellow that day,2,0
wear,He always wears a smile,2,1
wear,wear one 's hair in a certain way,0,0
wear,What should I wear today ?,3,0
wharf,wharf the passengers,0,1
wharf,the big ship wharfed in the evening,3,0
wharf,The ship was wharfed,3,0
whistle,The bullets whistled past him,2,1
whistle,She whistled a melody,1,0
whistle,Her optimism whistled away these worries,2,1
whistle,She whistled for her maid,1,0
wish,I wish I could go home now .,1,0
wish,I wish that Christmas were over .,1,0
wish,We wish you a nice evening !,1,0
worry,I worry about my job,1,0
worry,I worry about my grades,1,0
worry,I can not sleep -- my daughter 's health is worrying me,10,0
worry,I worry about the second Germanic consonant shift,1,0
wrestle,He wrestled all his life with his feeling of inferiority .,1,1
wrestle,I wrestled with this decision for years .,1,1
wrestle,The children wrestled in the garden .,2,0
write,She writes code faster than anybody else .,1,0
write,Please write to me every week .,1,0
write,How many books did Georges Simenon write ?,6,0
